Date,P_regime_0,P_regime_1,P_regime_2,P_regime_3,P_regime_4
2015-04-10,0.9906972227509437,3.803946882568276e-150,3.0326473443537435e-07,0.009302473805081899,1.7923991354979166e-10
2015-04-13,0.9948092375192348,5.851820825444876e-146,9.551589970375682e-07,0.005189769579126981,3.774264116384632e-08
2015-04-14,0.9860715032817546,1.2858592274523163e-145,1.1982514543451385e-06,0.013927252297473557,4.616931739418661e-08
2015-04-15,0.9953661932028842,1.107743507115135e-147,7.455624351594075e-07,0.004633057126843448,4.107837230493177e-09
2015-04-16,0.9973006602982761,3.5160454749545837e-149,2.851715106986399e-07,0.00269904974514542,4.785067841699274e-09
2015-04-17,0.9928420482992057,2.3013037368465515e-140,4.1227887848884915e-06,0.007131316793019508,2.251211898979829e-05
2015-04-20,0.9769045732889714,4.314705707585388e-140,2.5212837448071296e-05,0.023069523009083354,6.908644971142361e-07
2015-04-21,0.9773343057028389,1.2383657570295915e-141,2.127797853979237e-05,0.022643795897993875,6.204206274723416e-07
2015-04-22,0.9723856865158783,2.7354440166480896e-144,6.193720190885347e-06,0.027607763463472528,3.563004582643469e-07
2015-04-23,0.9830834336795626,2.843263807664144e-146,2.092560523359706e-06,0.01691435458432546,1.1917558856068712e-07
2015-04-24,0.946506497128415,3.4397055127762896e-148,2.110408162002393e-06,0.05349139087268464,1.5907383730175977e-09
2015-04-27,0.9350257773380237,2.4798529507359728e-147,1.240716575121855e-06,0.06497295655828594,2.5387115278255407e-08
2015-04-28,0.9476651371562452,8.466888137570201e-148,1.104109658548968e-06,0.05233374703352289,1.1700573447240175e-08
2015-04-29,0.9415188994758784,1.461876043596285e-144,2.1884996786342813e-06,0.05847797750309659,9.345213463819385e-07
2015-04-30,0.9255848565767888,2.1393190584093957e-137,2.3585375717227928e-05,0.07410405079963163,0.0002875072478622966
2015-05-01,0.8870660916100492,2.129829755276317e-138,1.929611966187246e-05,0.1128889030392037,2.57092310851511e-05
2015-05-04,0.9344725746004924,9.051191066256238e-140,1.6050097431171164e-05,0.06550579112525588,5.584176820571932e-06
2015-05-05,0.7931416774340811,5.0208962894805963e-132,0.0002464361527873268,0.1957142822051195,0.010897604208011938
2015-05-06,0.546751331820442,1.871286193438297e-129,0.00044595913096765285,0.30565952450219863,0.1471431845463916
2015-05-07,0.779158787225874,7.651429943770968e-132,0.00031881081382839144,0.2164964003995525,0.004026001560745078
2015-05-08,0.782154181090291,1.2874989615688557e-130,0.0013272630464152323,0.21644132407352595,7.723178976787978e-05
2015-05-11,0.8827740884661122,6.774714777234031e-131,0.0008430674944944205,0.11580236505125557,0.0005804789881378605
2015-05-12,0.8358545921757143,1.5231614250157164e-132,0.0008481671324560161,0.1632534910319617,4.374965986785197e-05
2015-05-13,0.8625500733668662,3.2298817697415577e-134,0.00045808301600298553,0.13699026254864446,1.5810684865019117e-06
2015-05-14,0.7980659123139423,1.633793496854108e-134,0.0007500006786119355,0.2011839469700805,1.400373652349701e-07
2015-05-15,0.8415547925961568,1.1715194962978558e-136,0.00013249809454790368,0.15830684240189172,5.866907403432723e-06
2015-05-18,0.6404789407773077,1.0781592260979201e-135,0.0002008952070740512,0.35931691847662317,3.2455389949437013e-06
2015-05-19,0.8653465962108241,5.344581808651186e-137,6.734253168962648e-05,0.13458540508609593,6.5617139016311e-07
2015-05-20,0.9259295461934247,1.275923504974116e-139,2.507052083195453e-05,0.0740450732489122,3.1003683107473635e-07
2015-05-21,0.9663302487511308,4.893353022393108e-143,5.330184935493212e-06,0.03366437785159613,4.3212337565946316e-08
2015-05-22,0.9518733588435425,3.8343327429812643e-143,2.807649033246779e-06,0.04812352985875854,3.0364866576716544e-07
2015-05-26,0.9743526738230056,4.484677646543153e-139,6.639004239755595e-06,0.025584689446365105,5.5997726389656296e-05
2015-05-27,0.9521226717690624,1.4254739713275492e-138,1.1857523812760074e-05,0.04786040275897532,5.067948149424296e-06
2015-05-28,0.9564284707890052,2.839653539815326e-139,5.661170258842604e-06,0.04353849248506785,2.7375555668240402e-05
2015-05-29,0.9801507906702565,1.1785148345332165e-139,4.2670192286491405e-06,0.019822102164178387,2.2840146336624945e-05
2015-06-01,0.9828563653054707,2.0959601113417937e-145,9.441967636286934e-07,0.0171424951562446,1.9534152105407047e-07
2015-06-02,0.9724945473131037,2.3768592305464582e-144,6.840442541314725e-07,0.027496922921994578,7.845720647542953e-06
2015-06-03,0.8982020183204505,1.4605971882667536e-146,1.8261606421790515e-07,0.10179513086036626,2.6682031188118004e-06
2015-06-04,0.9511015607312894,2.2512538857878445e-143,2.0419730372168247e-07,0.04873730447830564,0.00016093059310119112
2015-06-05,0.9456412701779059,1.0103569767457572e-144,4.0965225880302636e-07,0.054348147047433445,1.017312240179084e-05
2015-06-08,0.9874737570869002,1.187243785151662e-146,1.3059759202224024e-07,0.012512536524845092,1.357579066262914e-05
2015-06-09,0.9931087449780167,3.591461016014319e-149,7.946835752512119e-08,0.006890782428632571,3.931249933446393e-07
2015-06-10,0.9942048633192622,1.645001492149877e-148,3.1960399658591076e-07,0.00579478986190978,2.721483150859399e-08
2015-06-11,0.9924473090825107,1.4188526384964996e-150,4.507551602684437e-07,0.007552239897340251,2.649887434253914e-10
2015-06-12,0.9929472781320441,1.1677717860408506e-146,5.949220535301926e-07,0.007051912059768932,2.148861334694105e-07
2015-06-15,0.9943356868813982,1.4408611606024935e-144,7.565475510450745e-07,0.005654991342237607,8.565228813215574e-06
2015-06-16,0.9943366362048542,2.4086826237007585e-145,3.1851488669605314e-07,0.005649790545780047,1.32547344790659e-05
2015-06-17,0.9948326475668972,4.181523494219144e-146,1.3760230759360158e-07,0.00516023079711722,6.984033678040081e-06
2015-06-18,0.9944949102574957,3.5975845410253062e-146,2.1444715816061085e-07,0.005503473920056327,1.4013752898060648e-06
2015-06-19,0.9928853678319507,5.624517479875625e-146,3.0386167050202594e-07,0.007112735641738031,1.5926646408294647e-06
2015-06-22,0.9976290380733766,7.723474478324827e-145,3.896653921542782e-06,0.0023670580267008377,7.2460010802083724e-09
2015-06-23,0.9970265474196588,1.3978850296647762e-146,2.635107860491492e-06,0.0029708162382091462,1.2342715896889246e-09
2015-06-24,0.9976405044745004,3.1589760553659597e-146,1.1565946711447096e-06,0.002358319781511626,1.9149316877992948e-08
2015-06-25,0.9976359997903688,1.1285964447150341e-147,2.704581610011787e-07,0.0023635248624605497,2.0488900962978465e-07
2015-06-26,0.9955238593719371,1.3923805096255494e-147,4.0119355575529487e-07,0.004475618973339295,1.2046116784284766e-07
2015-06-29,3.50600838095468e-05,7.214389222188852e-126,3.87027626164123e-08,1.2612342944243984e-06,0.9999636399791335
2015-06-30,4.919750996505473e-05,3.6126849076035364e-127,2.8486423644345878e-08,1.352860446416624e-06,0.999949421143165
2015-07-01,0.010939660589046322,5.412242573550504e-126,1.0628878421446277e-05,0.00011571510361207461,0.9889339954289201
2015-07-02,0.0038832405436179172,3.330392505876766e-126,2.533238057406702e-06,6.250001769703519e-05,0.9960517262006275
2015-07-06,0.9735641644186824,8.919716842604806e-126,0.012568327187074976,0.008619469865270221,0.0052480385289724076
2015-07-07,0.9726893080617341,3.381013074570491e-125,0.011704037533106075,0.01083172692536045,0.0047749274797993044
2015-07-08,0.0006071609725929097,1.7949439129788353e-117,0.000882321690425961,7.356893721954557e-05,0.9984369483997615
