actual_returns,VaR_5,regime
-0.0121118205816538,-0.03908376010599199,4
-0.0039807359459583,-0.03864603630211681,4
0.0104707481242113,-0.03814066863808394,4
-0.0082132057140879,-0.037620853666472255,4
-0.0076669839302649,-0.03730928119412866,4
0.0013970732227957,-0.03696452681631562,4
-0.031106504770361,-0.03689852008359138,4
-0.0160820660905388,-0.03778439921925066,4
-0.0189620100446474,-0.037809411674879924,4
-0.0180061719917695,-0.03784016944330051,4
0.0226759958444122,-0.03783500862787533,4
-0.0146022055902782,-0.03775092696595485,4
-0.0138522605788524,-0.03764364664461595,4
-0.0231222517283077,-0.03760279915324399,4
0.0190887575557793,-0.037767589715125456,4
0.0299975381644914,-0.037895488861695525,4
0.0109272700580352,-0.038344353957140656,4
-0.010403362643112,-0.038479945601686015,4
-0.0191447459547991,-0.038648367364948345,4
0.0056733904701775,-0.03890628275634005,4
0.0051009361509332,-0.03900695133671318,4
0.0161537362116495,-0.038922391109735076,4
0.0184680340597517,-0.038835455205281255,4
-0.0156422300870722,-0.03848555964643971,4
-0.0102987501818227,-0.03851967105125197,4
-0.0046206721521642,-0.03855785125352226,4
0.0271784443995511,-0.03862378654844158,4
0.001371104940682,-0.039039606402436026,4
-0.0249411392463268,-0.03907803476198803,4
-0.009292623387876,-0.03987983556658544,4
-0.0146186115766689,-0.039769594167230804,4
-0.0183891846056243,-0.04007505078025581,4
0.02635365487582,-0.04006200521735203,4
0.0222564114562979,-0.039990415794793455,4
0.0035020669108329,-0.040038810075344225,4
-0.0195160011475858,-0.040050099311919655,4
0.0247666121935468,-0.04012168972314832,4
-0.0129354932936264,-0.04005507611297558,4
-0.0156252016763064,-0.03981238252464769,4
-0.0250864004449838,-0.039629438922028325,4
0.0059688400511523,-0.04041233828101988,4
0.026780166083967,-0.04036480647710123,4
-0.0022929708524425,-0.0405460276660152,4
-0.0160375602985571,-0.040554748955516626,4
-0.0193554906693119,-0.040529017502593565,4
0.0139363922904119,-0.04064109841502787,4
-0.0258383445193152,-0.04059748625772255,4
-0.0331543174353766,-0.04090080596593263,4
-0.0034107744444588,-0.040913694603274646,4
0.0178364331525688,-0.04072730438109939,4
-0.0284738067072223,-0.04055098064290623,4
0.0100400734923766,-0.04120176361944602,4
0.008432080463943,-0.04097440342225796,4
-0.0412377383685346,-0.04079626592660571,4
-0.0430342011929504,-0.04229849479981711,4
-0.0250851316166024,-0.044843009825996254,4
-0.0357866151790747,-0.0454844668005207,4
-0.0338224310393923,-0.04722823568901492,4
0.0122537059956,-0.04795431599986641,4
-0.0142422832576195,-0.047573749832034974,4
0.0239426866036694,-0.047381242631382124,4
