actual_returns,VaR_5,regime
0.0298109034579888,-0.03255702484979338,4
0.0041980501751743,-0.03317568219433115,4
-0.0150427293834399,-0.0343719817926128,4
0.0112317249396103,-0.034774770659975404,4
-0.0153903155992549,-0.032419769751193143,4
-0.0104790559337052,-0.03289002354402171,4
0.0232704761481328,-0.03311015124503522,4
-0.0264776444199074,-0.03334840832205699,4
-0.0039462682349549,-0.037433468440378995,4
-0.0110611994767954,-0.03773613758389372,4
0.022689713026014,-0.038087507287067085,4
0.0120537098741676,-0.03850290926280023,4
0.0078840977391101,-0.03877147751772108,4
0.0157742829906212,-0.03878773445671675,4
-0.0047700730811489,-0.03902188282517733,4
-0.0316985085221569,-0.03570600765056868,4
-0.0004071390169611,-0.03929288319226031,4
-0.0110449802638732,-0.039230351500344054,4
0.0014253388393369,-0.038821339119716844,4
0.0146029668693512,-0.038340132886922375,4
0.0038413589363928,-0.03796186189956312,4
-0.0260824091657641,-0.03772034385076269,4
0.0074561837770549,-0.037665052584603835,4
-0.0260105149738846,-0.03785838952741641,4
-0.0107686128497856,-0.03804732707687719,4
-0.0134730063076095,-0.03790506664729142,4
-0.0278701289909426,-0.03776878524160812,4
0.0049177969209373,-0.03830723497677825,4
-0.0251566895797789,-0.03851629509623874,4
0.0016693810926436,-0.038558603352089854,4
-0.0120423646329102,-0.03861145275137877,4
0.0317339470183657,-0.03858772544383989,4
0.0323625656866169,-0.03883936798785979,4
0.0059853806749582,-0.03954417400574784,4
0.0079617336280538,-0.039834231978439445,4
-0.043097876589592,-0.04007517223376938,4
0.0132378679396298,-0.0408780883518159,4
-0.0084126569084575,-0.0411665875097438,4
0.0119912973268929,-0.041104898742682104,4
0.0207986361868851,-0.04103684356478034,4
-0.0236092490954497,-0.04167234541536825,4
-0.0312047495728753,-0.041749205251651475,4
0.0010342738199281,-0.04214531607710868,4
0.0243859223827977,-0.042263688810354846,4
-0.0011757275911372,-0.04241136227778081,4
-0.0300209719084459,-0.04326875153774677,4
-0.0115113146808439,-0.04358640534515319,4
-0.0099720805546985,-0.043443438998706285,4
-0.026378485452567,-0.043524233933644706,4
0.0338584450542594,-0.043446290932972004,4
0.0152318876357752,-0.04368932128491723,4
0.0034228092193489,-0.04359808666625368,4
-0.0164160067684271,-0.04357414562528091,4
0.0168289063757889,-0.043541111431261006,4
-0.0147448293337136,-0.043281703668764965,4
-0.0141630263065504,-0.04275900767625819,4
-0.0381860285065006,-0.04242043739960955,4
-0.00389439086033,-0.04244731623930544,4
0.0351456638032165,-0.041917355334017324,4
-0.0110635814520488,-0.041814012958842024,4
-0.0215061892257239,-0.0417912539679581,4
-0.0193709903945682,-0.041813386533814494,4
0.0310847054852292,-0.04164111548869905,4
-0.0268565613704975,-0.04176099368069699,4
-0.0394514017900334,-0.04073102126573398,4
-0.0004882161256728,-0.04094822812747944,4
0.0342217765934898,-0.04033811316263352,4
-0.0457122797498156,-0.04008326415752017,4
0.0170497349499429,-0.04142172008949186,4
0.0010739230750377,-0.041975347978702664,4
-0.0519447663027924,-0.04209006026792362,4
-0.0406643151920232,-0.04377012149633869,4
-0.0311211283518409,-0.04440325706334602,4
-0.0240850146338869,-0.044585682269727284,4
-0.0300385860982392,-0.04399651706842965,4
0.010161577685614,-0.043257864926422064,4
-0.011715159792665,-0.041824748816321186,4
0.0301253253413306,-0.04064661986789031,4
