actual_returns,VaR_5,regime
-0.0018629115860669,-0.04583842381226511,3
0.0040304808028723,-0.045574093154491756,3
-0.0012539688882457,-0.04521078808601359,3
0.004227593432856,-0.04499096490637698,3
-0.009367852083837,-0.0450021716905897,3
0.0001383744853669,-0.045099646077363,3
-0.0016828115331257,-0.04490851472171273,3
0.0089302759844378,-0.04415386824456998,3
-0.0096322841074211,-0.043611975802972276,3
0.0096427168941927,-0.043440769597364905,3
0.0070882038963943,-0.042807336616429714,3
-0.0020722279710146,-0.04071429779712133,3
0.0060336118627852,-0.040309903763502596,3
0.0076780609629941,-0.039837291130968774,3
-0.0076385090687541,-0.03944741647089026,3
0.0046681557065759,-0.03935877818015358,3
-0.0001711751348332,-0.038013737474263676,3
0.0039637370431245,-0.037953863525753556,3
-0.001824442741309,-0.03791975480160772,3
-0.0004750033835055,-0.03745389535226045,3
-0.009233777411953,-0.03696137188128457,3
0.0021434831869283,-0.03692310647652547,3
-0.0002995357218741,-0.03666603932355384,3
0.0026479514493707,-0.03652214711222557,3
0.0016128426925638,-0.03653628269775677,3
-0.003305691628139,-0.036619051133373805,3
-0.0187901825995198,-0.03655198815375847,3
0.0040842263302362,-0.03789077547297236,3
-0.0028160686495115,-0.03823535336464918,3
0.012191061302748,-0.03782432331648431,3
0.0249812338388965,-0.03821089783616412,3
0.0074037444129894,-0.04023386402124785,3
0.0037498038697994,-0.03987130747715777,3
0.0009685844338363,-0.03708661362258845,3
-0.0028968743715661,-0.037179400487713336,3
0.0002322595101076,-0.037315619992939475,3
-0.0060681150291174,-0.03703476709696263,3
-0.0132914639605682,-0.03691136071004409,3
0.0039101598241076,-0.04140326408719188,3
0.0039557737052673,-0.04141795532520826,3
2.1970426117316337e-05,-0.04136272112450922,3
0.0053262353051749,-0.04132653922295293,3
0.00346197920041,-0.041331023021617425,3
0.0030158820722513,-0.04130943212611649,3
0.0057057361888066,-0.0415528716845821,3
-0.0038085396153748,-0.04146693708452194,3
0.005592178893918,-0.04198448384362332,3
0.0024454606033056,-0.041935613480869716,3
0.0004513504631047,-0.04189682333709991,3
0.0060331237505021,-0.04131522570285979,3
-0.0018714648272306,-0.04095055629089817,3
0.0024923196558419,-0.04060378116822788,3
-0.0061631802121963,-0.04006765241238496,3
-0.0029682940713745,-0.03850104498684267,3
0.008132661932885,-0.037288327834125834,3
-0.0054287410919564,-0.03650114124799924,3
-2.6441167577320025e-05,-0.03596645926941648,3
0.0037921163249597,-0.03554860872278507,3
-0.003871444022763,-0.03558530670982463,3
-0.0299365545089876,-0.03565519536876833,3
-0.0008654734577528,-0.038980711664548306,3
0.0108104762524106,-0.03953838944895391,3
0.0072608954754625,-0.040480036131717564,3
0.0109821972738319,-0.041140247157615654,3
-0.0004057087414676,-0.04183182924446141,3
-0.0111173046755963,-0.041905575712922,3
-0.0107596901911012,-0.042363093920934715,3
-0.0042939964541344,-0.04256739128234696,3
