model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
SPX_sGARCH_LSTM_win11,0.01,0.020973782771535582,0.01,28,1335,12.341528192199107,0.0004429922324167279,0.2934762489072425,0.5880014318480085,-0.005278441113592292,-0.029821803976961773,0.025012015173094877
SPX_sGARCH_LSTM_win11,0.05,0.06292134831460675,0.05,84,1335,4.352595780896195,0.03695258288803194,0.7091277460445784,0.39973353121837685,-0.008461977943929555,-0.017343417567267448,0.010982738719837992
