Date,VaR_1pct,VaR_5pct,Actual_Return,Volatility_Forecast_Raw,Volatility_Forecast_Calibrated,RV22_Forecast,Calibration_Factor,Violation_1pct,Violation_5pct
2018-08-21,-0.0194058486012042,-0.009822308200232182,-0.0003982685850175,0.12773310953988112,0.006358044277744207,0.35894644,0.049776007964161276,False,False
2018-08-22,-0.019459457388892237,-0.009849442392904388,-0.0016926632005294,0.12773638159043876,0.006358207147358823,0.35896483,0.049776007964161276,False,False
2018-08-23,-0.019434174851471666,-0.009836645587171637,0.0061797194745907,0.12752383021509067,0.006347627188406703,0.3577712,0.049776007964161276,False,False
2018-08-24,-0.019327767325093788,-0.009782787209710991,0.0076411243957242,0.1269216060838701,0.006317650875254858,0.35440007,0.049776007964161276,False,False
2018-08-27,-0.01912722761010077,-0.009681283640991715,0.0002692319656734,0.12579819698086442,0.006261732054796636,0.3481541,0.049776007964161276,False,False
2018-08-28,-0.019212365655405704,-0.0097243764290339,0.0056852358046606,0.12635867060223305,0.0062896301942375835,0.3512633,0.049776007964161276,False,False
2018-08-29,-0.01902833732716752,-0.009631230130993795,-0.0044401182457849,0.1252490936276405,0.0062343998819134145,0.34512138,0.049776007964161276,False,False
2018-08-30,-0.018943737478304835,-0.009588409752132815,0.0001344213421754,0.12473537443870378,0.006208828991473558,0.3422961,0.049776007964161276,False,False
2018-08-31,-0.018918137435365332,-0.00957545224036106,-0.0016556752036839,0.1244653237579922,0.006195386946639732,0.34081557,0.049776007964161276,False,False
2018-09-04,-0.018844282722773626,-0.009538070533226117,-0.0028071067225424,0.12399298000656768,0.0061718755603070025,0.3382337,0.049776007964161276,False,False
2018-09-05,-0.018749623500544783,-0.009490158582873774,-0.0036589741948485,0.12314897113215803,0.006129864167852565,0.33364472,0.049776007964161276,False,False
2018-09-06,-0.018631404466527807,-0.009430321787734786,-0.002215757124654,0.1224205233833549,0.006093604946906666,0.32970926,0.049776007964161276,False,False
2018-09-07,-0.01856317465637417,-0.009395787135963321,0.0018960451407243,0.12200121832476622,0.006072733614970942,0.32745454,0.049776007964161276,False,False
2018-09-10,-0.01849806584508595,-0.009362832183867902,0.0037328621563787,0.12156242317127743,0.006050892143916248,0.3251033,0.049776007964161276,False,False
2018-09-11,-0.01851105129965197,-0.009369404797077903,0.0003565981955143,0.12127881663190965,0.00603677534255399,0.32358813,0.049776007964161276,False,False
2018-09-12,-0.018542924105766648,-0.009385537280191534,0.0052683486546839,0.12145748414381657,0.006045668698049606,0.32454225,0.049776007964161276,False,False
2018-09-13,-0.018371658921184343,-0.009298851072259732,0.0002754270858635,0.12042123038431689,0.005994088122663857,0.319028,0.049776007964161276,False,False
2018-09-14,-0.018314214376052525,-0.009269775403459973,-0.0055853146174804,0.12003382667171178,0.005974804712379879,0.31697863,0.049776007964161276,False,False
2018-09-17,-0.01810227307622821,-0.009162500900292766,0.0053546495954312,0.11878537367874885,0.0059126617062592755,0.31041923,0.049776007964161276,False,False
2018-09-18,-0.017901836525153085,-0.009061049548192179,0.0012525249991826,0.1175539063965588,0.00585136418101338,0.30401626,0.049776007964161276,False,False
2018-09-19,-0.017632352341212697,-0.008924649601756119,0.0078099973940756,0.11578494956363951,0.005763312571609731,0.2949354,0.049776007964161276,False,False
2018-09-20,-0.017380931656522228,-0.008797392530772377,-0.0003685742701806,0.11432553202468498,0.005690668592567695,0.2875472,0.049776007964161276,False,False
2018-09-21,-0.017466342911494466,-0.008840623604421683,-0.0035219491222055,0.1148409829444017,0.005716325681652649,0.29014593,0.049776007964161276,False,False
2018-09-24,-0.01747640244763044,-0.00884571525829931,-0.0013059284486635,0.11497071168543119,0.0057227830604993125,0.29080182,0.049776007964161276,False,False
2018-09-25,-0.01757921845659745,-0.008897755782202454,-0.0032946695026326,0.11563080943636558,0.005755640091406948,0.29415065,0.049776007964161276,False,False
2018-09-26,-0.017636615647730204,-0.008926807482683027,0.0027594661468949,0.11606424553198583,0.005777214809954496,0.29636,0.049776007964161276,False,False
2018-09-27,-0.01761112146741973,-0.008913903553487874,-6.863441535533463e-06,0.1158687482377445,0.0057674837350793675,0.29536247,0.049776007964161276,False,False
2018-09-28,-0.01736970927547015,-0.008791712300667566,0.003634455587307,0.1142803908256912,0.005688421643887069,0.28732017,0.049776007964161276,False,False
2018-10-01,-0.01719262019751932,-0.008702078317723884,-0.0003967154747124,0.11311384048422594,0.005630355424799699,0.2814843,0.049776007964161276,False,False
2018-10-02,-0.017006983462336027,-0.008608117921364717,0.0007112400153475,0.1118570922691498,0.005567799515637123,0.2752642,0.049776007964161276,False,False
2018-10-03,-0.01681089464578759,-0.008508867183592906,-0.0082030691043885,0.11055850980774429,0.005503161264696082,0.26891005,0.049776007964161276,False,False
2018-10-04,-0.016645493053821982,-0.008425148844525044,-0.0055433012532268,0.10973919909577351,0.005462379248171902,0.26493922,0.049776007964161276,False,False
2018-10-05,-0.01686306070132335,-0.008535271134566267,-0.0003951473188331,0.11121069274947522,0.005535624327997771,0.272092,0.049776007964161276,False,False
2018-10-09,-0.0171639275250922,-0.008687555465492111,-0.0334163339890617,0.11318294522987592,0.005633795183169533,0.28182834,0.049776007964161276,True,True
2018-10-12,-0.01996571051887235,-0.009135796997416241,-0.0059225388416023,0.11356983034079238,0.005653052779531726,0.28375834,0.049776007964161276,False,False
2018-10-15,-0.024224559379918978,-0.01108453699344203,0.0212678700386501,0.13794797767801653,0.006866499635540892,0.41865218,0.049776007964161276,False,False
