Date,VaR_1pct,VaR_5pct,Actual_Return,Volatility_Forecast_Raw,Volatility_Forecast_Calibrated,RV22_Forecast,Calibration_Factor,Violation_1pct,Violation_5pct
2018-09-13,-0.028123108576834595,-0.016502841812456006,0.0043067098110525,0.14249238895144858,0.009971475783866241,0.44668978,0.06997900629811057,False,False
2018-09-14,-0.028021967567749786,-0.01644349154293944,-0.0106100753397639,0.1420145159033848,0.009938034702826089,0.4436987,0.06997900629811057,False,False
2018-09-17,-0.027750396909188364,-0.016284131932784707,0.0043479106098971,0.14109046098804193,0.00987337025808551,0.4379434,0.06997900629811057,False,False
2018-09-18,-0.027733448632692437,-0.01627418656258347,-0.0047083998223158,0.14092146426612623,0.009861544035418212,0.4368948999999999,0.06997900629811057,False,False
2018-09-19,-0.027482434028393805,-0.01612688939249863,0.0100786160563841,0.13975574146605668,0.009779967912250293,0.42969668,0.06997900629811057,False,False
2018-09-20,-0.027303034656934712,-0.016021616554670094,-0.0045844217218299,0.13916061355008597,0.009738321452070398,0.42604488,0.06997900629811057,False,False
2018-09-21,-0.02735292695121502,-0.016050893710782436,-0.004095236517581,0.13951488027512268,0.009763112685452952,0.42821684,0.06997900629811057,False,False
2018-09-24,-0.027260593029504943,-0.01599671150330199,0.0020426922008875,0.13907295338647396,0.0097321870809289,0.4255083,0.06997900629811057,False,False
2018-09-25,-0.027167093498239234,-0.015941845307774528,-0.010114739953993,0.1386034959548607,0.009699334916365342,0.42264044,0.06997900629811057,False,False
2018-09-26,-0.027030344844083974,-0.015861600216751787,-0.0006398327428262,0.13832393962263825,0.00967977184203207,0.42093727,0.06997900629811057,False,False
2018-09-27,-0.027435582638845584,-0.01609939666109251,0.0035694321232605,0.13905699616278996,0.009731070410272217,0.42541066,0.06997900629811057,False,False
2018-09-28,-0.027419689908102927,-0.016090070692709693,-0.0139955150716573,0.13899500481541185,0.009726732317383616,0.42503145,0.06997900629811057,False,False
2018-10-01,-0.027268013671415518,-0.016615966441438486,-0.010183222203914,0.1390489531195268,0.009730507566097049,0.42536145,0.06997900629811057,False,False
2018-10-02,-0.027801704625616895,-0.016941174984017638,0.0091677587262629,0.14164397429663378,0.009912104569393548,0.4413863399999999,0.06997900629811057,False,False
2018-10-03,-0.028281676282792396,-0.017233649274392148,-0.0146967645953376,0.14439700324263846,0.010104758799344889,0.45871088,0.06997900629811057,False,False
2018-10-04,-0.028529583633766852,-0.017852198496115624,-0.0090265304530757,0.14655098399223018,0.010255492231786578,0.4724982,0.06997900629811057,False,False
2018-10-05,-0.02956269902172593,-0.018498663625505313,-0.0015924571073364,0.1521999955202484,0.010650804445083864,0.50962645,0.06997900629811057,False,False
2018-10-09,-0.030211716367653362,-0.018904781942395338,-0.0290598962786419,0.15555872173906196,0.010885844768303848,0.53236735,0.06997900629811057,False,True
2018-10-12,-0.03330925351696517,-0.02024656237219846,0.0041396625447378,0.15627736124072364,0.0109361344465167,0.5372975,0.06997900629811057,False,False
2018-10-15,-0.03508348300395942,-0.021325002870804254,0.0277750834283663,0.16465690223779098,0.011522526398725752,0.5964617,0.06997900629811057,False,False
2018-10-16,-0.03561859524664107,-0.021650263339102145,-0.0045398690406763,0.17043409816753752,0.011926808829078903,0.6390512,0.06997900629811057,False,False
2018-10-17,-0.03812449905176048,-0.02317344180550754,-0.0183171722145172,0.18246660964780279,0.012768832025738475,0.7324694,0.06997900629811057,False,False
2018-10-18,-0.03856828397982961,-0.024376189011937034,-0.0120602442698094,0.1860500910067941,0.013019600490328489,0.761522,0.06997900629811057,False,False
2018-10-19,-0.03980022031096132,-0.025154805786124963,-0.0016491741805403,0.19266841983054722,0.013482744564768877,0.81666464,0.06997900629811057,False,False
2018-10-22,-0.04050930098948018,-0.02560296377659526,-0.0084238132534839,0.19601026179073566,0.013716603344348193,0.8452405000000001,0.06997900629811057,False,False
2018-10-23,-0.04057173351012504,-0.02564242280268329,-0.0386582306620015,0.19635980888525673,0.013741064302677169,0.84825784,0.06997900629811057,False,True
2018-10-26,-0.04279367949151635,-0.025590994796267034,-0.0044003587232678,0.19725590208936947,0.013803772014651468,0.8560176,0.06997900629811057,False,False
2018-10-30,-0.04418832178134,-0.026425003089211477,0.0031649601476149,0.20466936751746706,0.014322558958535136,0.9215701,0.06997900629811057,False,False
2018-10-31,-0.04589442930028241,-0.027445270314603552,0.0219659904178004,0.2123260143355881,0.014858363494442835,0.9918114,0.06997900629811057,False,False
2018-11-01,-0.04595187628363189,-0.02747962411332865,0.0019405359082987,0.21460960327576634,0.015018166779269863,1.0132602,0.06997900629811057,False,False
2018-11-02,-0.04719175762283676,-0.028221084003588158,-0.0003030212012036,0.22038864432056054,0.015422578328940558,1.0685654,0.06997900629811057,False,False
2018-11-05,-0.047348960361058505,-0.028315092616626195,0.0055329257888601,0.22111648513848983,0.015473511906122454,1.075635,0.06997900629811057,False,False
2018-11-06,-0.0472592057839217,-0.02826141859411302,0.0166089642060471,0.2208185804105838,0.01545266482929208,1.0727386,0.06997900629811057,False,False
2018-11-07,-0.0470624627891678,-0.028143764561677057,-0.0024997101962901,0.2203867571504076,0.015422446266648538,1.0685471,0.06997900629811057,False,False
2018-11-08,-0.047448169547880274,-0.028374420578462265,-0.0183628791386716,0.22221815652846436,0.015550605775259928,1.08638,0.06997900629811057,False,False
2018-11-09,-0.04717713793965002,-0.029436364619056656,-0.020011181768663,0.2224745542140208,0.015568548230512303,1.0888884,0.06997900629811057,False,False
