actual_returns,VaR_5
0.0034952451681315,-1.1640993406259041
0.0036932053747784,-1.1611451991695556
-0.0014502874811623,-1.1581421823529663
0.0096059329548974,-1.1038240571598545
0.009801647546749,-1.0844528590600524
0.0014699877988919,-1.05873343138477
0.0118093901678107,-1.0333885861171548
-0.0022884636053742,-1.0234459018018083
0.0015532237084095,-0.9771202487644334
-0.0042194569722819,-0.9588397193111192
-0.0130812306402228,-0.9400725785251652
-0.0093601094151661,-0.9565525005159056
-0.0030785938583488,-0.9655053573725161
0.0023417231095778,-0.9694143361977938
0.008049229212693,-0.96736955824106
-0.0026420517465121,-0.944945590737493
0.0097849582188306,-0.9406071275790472
-0.0021433511060638,-0.9502339592584197
-0.014789094551385,-0.9489893424407885
0.0079938104561233,-0.9781071910071836
-0.0005445547331979,-0.9809930569264635
0.0104547227790227,-0.9831989442534658
-0.00502911303666,-0.994148487802006
0.0023448566496027,-0.9618029707076363
0.0019110722243219,-0.9605539097019569
-1.3222021541433029e-05,-0.9588436588596545
0.0087516503779755,-0.951439776418528
-0.0002516841220268,-0.9497366148300345
0.002330896551331,-0.943186142418197
-0.0022483057161136,-0.986777257248211
0.0011987652190094,-0.9776889596590288
-0.0194923616238017,-0.9704790058954001
-0.0122225900526364,-1.0305078803748484
-0.0062622943662033,-1.050936610063098
0.0025535789769749,-1.0578695827462803
0.0273619104633226,-1.0685368008617289
-0.0124478968289901,-1.2234522052691452
0.0289680139153142,-1.2960322430841633
0.0003023003706962,-1.4639419989071751
-0.0225842404076325,-1.4787048314796234
-0.0012458414977632,-1.565544898376983
0.0047696539999126,-1.5500956652470674
-0.0031613195583623,-1.5374771173315356
-0.0236498848799932,-1.5226592890467934
0.0142297369554412,-1.627200233015666
0.0227893281736493,-1.6843175199976639
0.0145440062376356,-1.7413961608044013
-0.0148038324426418,-1.7452441060491817
-0.0040568648931547,-1.744153534727939
0.0074336437397436,-1.7424288031464519
0.0301996318131258,-1.7446533479181479
-0.0062026195743915,-1.7410054949192877
-0.0168256099614197,-1.7468509026222947
-0.0302945309399326,-1.683038257554973
0.0002650071281927,-1.7190854791648602
-0.0089760160559034,-1.718262674352984
0.0176545105628244,-1.7216668525380778
-0.0034061528249975,-1.6908728012514973
-0.0331786162554539,-1.6921430359884682
-0.0176103346142847,-1.6943229252584973
0.0074336620096709,-1.6949393298143944
-0.0073739116283614,-1.694946289985285
0.0228684120467113,-1.6970295800902397
0.0033932845589803,-1.6969940796411118
0.0311886937415408,-1.7026633226189298
-0.0030320766862707,-1.7011362839011124
0.0081798481003267,-1.7048659777189048
0.0161475023325225,-1.666592818769642
-0.0385287535168392,-1.6297743377496847
0.0064016366414639,-1.681412300321613
-0.0335398402043121,-1.6865804292840878
0.0104483344486312,-1.6870916194752226
0.0032120789730664,-1.683970000496135
0.008868355296625,-1.6794249401529924
0.0005926723116923,-1.6851405608098955
-0.0258954687200099,-1.6874907647376287
-0.0224752337037553,-1.688282919860026
0.0066662225192198,-1.688840072865719
-0.0231495967480704,-1.6879913949399814
-0.0158542415707137,-1.6934383125604533
-0.0320033561566895,-1.6622398866506916
0.0597804039030222,-1.6616236132587558
0.0040681846584209,-1.6666947642300156
-0.0004819633657987,-1.680935816781572
0.0070851164741066,-1.6768547006173546
0.0048712434288312,-1.677836266514663
-0.0341798542206439,-1.671566942468767
0.0438486128659727,-1.6732214837171975
0.0101589296515009,-1.6760313500126827
0.0097546037693518,-1.6728285399490839
0.0074267365066218,-1.678786789969233
0.0030631648040027,-1.6566595388084469
-0.0029556060764552,-1.6712879321918523
-0.0091855735167061,-1.6703922192554364
0.0194697112241721,-1.6661937824789372
-0.0001619408919285,-1.6668063812055383
0.0074535286027374,-1.6744867194482322
0.0097993387318474,-1.7047800393635002
-0.02051977157295,-1.7047746770897416
0.0017962407041617,-1.676434755675669
0.0065547699718617,-1.681747569951212
0.01257548121895,-1.6981504527159794
-0.0133904285312931,-1.696264630066338
-0.0096475735310022,-1.6938145660036878
0.0260596412823827,-1.65606339449809
0.0144270534911457,-1.6434041053063302
-0.0045449478773707,-1.6125930451267905
0.0122064501473909,-1.5758826343451875
0.0090907896645103,-1.55583161847327
-0.0036944256256783,-1.5128012700663687
-0.0133272008369943,-1.532423505199077
0.001179611530817,-1.4959751514285748
-0.0005700924456546,-1.443792879706505
0.0151512609047913,-1.4003055344964648
0.0001724807656149,-1.4028077489602564
0.0009317368161576,-1.3877811763077306
0.0046542108223505,-1.3723257654334413
0.0016187753104899,-1.3531600578721872
-0.0006044327611039,-1.339379181727698
-0.0038560076152242,-1.3239653176307054
0.0078537604088244,-1.3123348105876758
0.003491471272602,-1.2950364685017768
0.0010942049670771,-1.2782105605482343
-0.0008735820648225,-1.2947900179490182
-0.0027394521206412,-1.2740329971372504
0.0075850768247519,-1.2545099449729538
-0.000103479136461,-1.2495739639403494
0.0008331225381625,-1.1979847280558424
-0.0062119749055787,-1.1415385960653028
-0.0121067864418779,-1.111315992539005
-0.0015937257024197,-1.1160061828192511
0.0209222065579587,-1.0806635458401967
0.0051875120681623,-1.1790326507160136
0.0077049763332482,-1.1685563782774306
-0.0019268984768234,-1.1763797325465688
0.0087945584018236,-1.1728536874634359
0.0026364594070361,-1.1659965862757973
0.003134465578282,-1.1422247403904158
0.0042729102223099,-1.1305132720662867
0.0151300248992997,-1.120050419486434
-0.0225674300330925,-1.1615150384488644
-0.0012429131656582,-1.3070301063938803
0.0046618224051691,-1.3058081265376995
-0.0058611264876818,-1.3058309269972295
0.0016788964791666,-1.3074136658458506
0.0079324244930116,-1.2990588580220128
0.0134145816723924,-1.2959779454964657
0.0028334796625533,-1.315525198547236
0.0060260966785383,-1.3206110273987934
-0.0005833400892207,-1.3173573940126406
0.0050623776629999,-1.3124238031619557
0.0027538825382308,-1.3126078577892202
-0.0041204602269388,-1.299554946763968
0.0056653717609867,-1.2940681100447662
-0.0021832949846104,-1.2614464163940693
0.004369699208954,-1.235162699167495
0.0001271524986196,-1.2163093556516662
0.0033512529851576,-1.2130227427317988
0.0033895353423794,-1.2036143128192913
0.0011710791660577,-1.1954160135376224
0.0030876685384753,-1.1880805253645275
0.0125238283406656,-1.1880469869755046
-0.0033728531659517,-1.2031863946328034
0.0041675994360981,-1.1572294680535877
0.0012477947871785,-1.118323543822726
0.0015779680173884,-1.0852951914076168
-0.0073723966326161,-1.0746766089780935
-0.0038124566965668,-1.0710030948215172
-0.0035913920240988,-1.0673076174118472
0.0156293022238252,-1.054275236844176
-0.0066036805618213,-1.1024130914824612
-0.0199485177004105,-1.114070466151183
-0.0029624408040838,-1.259450080532112
-0.0045788649962688,-1.2543386289893292
0.0004983756748163,-1.2567660962214675
-0.0351999298498114,-1.2426739599167345
0.0105596454797117,-1.6180555828181897
0.013602238015912,-1.5897963327620095
0.0101954091268865,-1.5555438210383317
-0.0101381022693057,-1.549183653646081
-0.0170671827339414,-1.560361971766547
0.0100245516339873,-1.5382162051062616
-0.0040829337608084,-1.5228985544250535
-0.0153079420848178,-1.5000697609647344
-0.0009542135684316,-1.5246668645936112
-0.0030975363842374,-1.500034545171251
-0.0084883547132705,-1.5585146981722726
0.0039468294787106,-1.556654898222891
-0.0163417062581114,-1.539398303887413
-0.0212598695692498,-1.5761688294331047
0.0266870653936459,-1.583561650698454
0.0075273245708345,-1.6906981013580848
0.0075920410631836,-1.6574489297056234
0.0192421214174826,-1.6483370113179745
0.0113465594146737,-1.6705931561551546
0.0015876634452383,-1.6728866292231923
-0.0055464724797319,-1.6409013387840514
0.0051244958791942,-1.621731341803963
-0.0042122066657416,-1.5758710357768644
0.0063189826424961,-1.545106771432405
