RTY_ST_True_test,RTY_ST_22_pred
0.00011664048179339998,0.00012476357
0.0001170569261577,0.00012067008
0.0001078121651296,0.00011716194
0.00010949101100449999,0.000109372784
0.0001129714272313,0.00011342666
0.00010623634618599998,0.00011293897
0.0001055575926195,0.00010745522
9.30757546416048e-05,0.00010367312
0.000104009439127,9.7642835e-05
9.923548215595056e-05,0.0001024932
9.427043847915232e-05,9.835706e-05
9.50543667169964e-05,9.397346e-05
9.492392194329864e-05,9.350846e-05
0.0001030977967852,9.187049e-05
0.0001034619110892,9.226739e-05
0.00010747562588580001,9.153028e-05
0.00010461790799829998,9.294461e-05
0.00010740310719399999,9.319096e-05
0.0001070366505316,9.3779716e-05
0.00010686727469109999,9.334059e-05
9.429488627812886e-05,9.267391e-05
9.240632706974836e-05,8.9277695e-05
8.719511563637002e-05,8.617566e-05
8.241057934080621e-05,8.2912746e-05
8.318204763787686e-05,7.902048e-05
6.887991506707779e-05,7.66532e-05
7.400687824323945e-05,7.3351315e-05
7.33889894879345e-05,7.285115e-05
6.970771895758067e-05,7.057447e-05
7.329399051732354e-05,6.808726e-05
6.173639761593881e-05,6.792392e-05
6.010769712238173e-05,6.529972e-05
6.015068466721321e-05,6.32782e-05
4.293673101864588e-05,6.2044994e-05
4.4451810826700085e-05,5.9395137e-05
3.648909046408679e-05,5.804528e-05
3.644761896418301e-05,5.6129284e-05
3.06355917316727e-05,5.4827073e-05
3.034365366191889e-05,5.3709577e-05
2.727077176933211e-05,5.2724132e-05
2.8763060274976937e-05,5.2266518e-05
2.8868490511548404e-05,5.2232972e-05
4.416205929736389e-05,5.1607658e-05
4.291758350820337e-05,5.3733438e-05
4.132232828629465e-05,5.352911e-05
4.35878387524226e-05,5.3457003e-05
4.878553975035932e-05,5.4015884e-05
4.617341325982632e-05,5.608378e-05
3.931910106838851e-05,5.617844e-05
3.917427410635524e-05,5.5318636e-05
4.431038417499303e-05,5.439815e-05
4.124246366231133e-05,5.4637945e-05
4.121515327099989e-05,5.440392e-05
4.12340234313513e-05,5.384852e-05
4.160563701277655e-05,5.3500557e-05
4.269308591557165e-05,5.342425e-05
4.236217158477906e-05,5.3680007e-05
4.247855071967515e-05,5.355596e-05
4.216137407338265e-05,5.335747e-05
4.147658239554236e-05,5.3178494e-05
4.134267182567228e-05,5.2993924e-05
4.00639115086102e-05,5.2842504e-05
3.855193441266168e-05,5.265142e-05
3.867699650254179e-05,5.2430787e-05
2.505970002343577e-05,5.230642e-05
2.5790512016694758e-05,5.180667e-05
2.507435509439469e-05,5.138374e-05
2.2909052586062028e-05,5.0778377e-05
1.8083661419051496e-05,5.0345592e-05
1.7270391128636453e-05,4.9998627e-05
1.6269558225548986e-05,4.9504186e-05
1.6421692964656578e-05,4.931525e-05
1.1181193626615518e-05,4.894816e-05
1.178055546834404e-05,4.8482725e-05
1.3495796219099644e-05,4.8400078e-05
1.3742661700411268e-05,4.821784e-05
1.2236946151235492e-05,4.809111e-05
1.7088337461957107e-05,4.7932925e-05
1.665031250935765e-05,4.8273076e-05
1.991150615650777e-05,4.8371017e-05
1.9988022781210243e-05,4.909322e-05
1.993044852787156e-05,4.913066e-05
2.7996452525491147e-05,4.8979608e-05
3.2612593912938725e-05,5.1544528e-05
3.639034005259304e-05,5.4305623e-05
3.707876050569835e-05,5.3637832e-05
3.517988089152417e-05,5.436669e-05
5.181817721855432e-05,5.3475935e-05
5.843538013015352e-05,6.3369356e-05
6.873465656897858e-05,6.2548876e-05
7.713550460084994e-05,6.416552e-05
7.755382071424176e-05,6.673148e-05
8.369272912777797e-05,6.739543e-05
8.542591679246612e-05,7.397811e-05
8.682398362671124e-05,7.3738905e-05
8.733512939254232e-05,7.36673e-05
8.578603584634835e-05,7.378451e-05
8.622246389965047e-05,7.3175164e-05
8.610116932033825e-05,7.371118e-05
8.141559200621025e-05,7.371645e-05
8.065448118727287e-05,7.2344395e-05
8.174925607143338e-05,7.110054e-05
0.00011988495525469999,7.28772e-05
0.0001663547648834,0.000104194856
0.000162064323216,0.00018364648
0.0002032430494893,0.00019298757
0.0002032545920279,0.00029149812
0.0002483322326036,0.0002910296
0.0002612628596996,0.0002932437
0.0002913120039819,0.00032548045
0.0003263496877149,0.00033284604
0.00032491799535,0.00042347444
0.000660490832708,0.00043249648
0.0007255721832261,0.0012495768
0.0008509994383177,0.0010834414
0.0013091071905261,0.0014021796
0.001668585310239,0.0026449538
0.002450184089477,0.002386783
0.0027694391482679,0.0030329272
0.0031041299105615,0.0030329272
0.0034482934853183006,0.0030329272
0.0034650004789093,0.0030329272
0.0034719195258052,0.0030329272
0.0040084071328134,0.0030329272
0.0040108428812329,0.0030329272
0.0042140795286127,0.0030329272
0.0042445051339094,0.0030329272
0.0042533303404198,0.0030329272
0.0042515913989131,0.0030329272
0.0043537477885861,0.0030329272
0.0043741217188291,0.0030329272
0.0043362799798474,0.0030329272
0.0046716488892703,0.0030329272
0.004668354250889,0.0030329272
0.004434486043794,0.0030329272
0.0044773103347283,0.0030329272
0.0043763667747803,0.0030329272
0.003928364170499,0.0030329272
0.0036519686637356,0.0030329272
0.0028738994368068,0.0030329272
