RTY_LSTM_True_test,RTY_LSTM_5_pred
0.00012078927632639999,0.0001032438
0.000127815718549,0.00010987264
0.00012502715617,0.00011916464
0.0001335988228793,0.00012185496
0.0001357416185302,0.00012436365
0.0001390241893621,0.00012725145
0.0001441317061766,0.00013056032
0.0001407504439827,0.00013352846
0.0001394173845442,0.00013647563
0.0001392621456138,0.00013759219
0.0001419683753888,0.00013825814
0.0001387895610766,0.0001387704
0.0001741761778933,0.00013779986
0.0001598087713447,0.00014369423
0.0001598208998149,0.00014756857
0.0001438765970399,0.0001515066
0.0001455728046585,0.00015209189
0.0001452912523753,0.00015338571
0.0001453758114824,0.00014790705
0.00010749881106749999,0.00014517362
0.0001013940704732,0.00013593047
0.0001028374904323,0.00012831869
0.0001070254871075,0.000120455086
0.0001002772107391,0.00011336763
9.94523011204017e-05,0.000105406594
9.44917411255409e-05,0.00010406426
9.883894109644078e-05,0.000102942766
8.688657651955602e-05,0.00010218845
8.199890793797079e-05,9.8864926e-05
9.499074403132196e-05,9.587551e-05
9.8225839351e-05,9.48756e-05
9.823299213701548e-05,9.5345764e-05
9.725880915430919e-05,9.523151e-05
9.634620713771452e-05,9.707912e-05
6.0496723068140246e-05,9.958715e-05
6.552298610741919e-05,9.4476156e-05
6.551302809300277e-05,8.914708e-05
6.167718170837162e-05,8.3700565e-05
6.050281327157387e-05,7.802759e-05
6.217119452573046e-05,7.248194e-05
6.388513975835145e-05,7.2724506e-05
5.926789361818049e-05,7.238737e-05
5.923296028679495e-05,7.1525195e-05
5.716853028953676e-05,7.123054e-05
5.220878750211998e-05,7.080515e-05
5.196719572640025e-05,6.949563e-05
5.3372973506427994e-05,6.7807516e-05
6.036129954018368e-05,6.6897825e-05
6.076897030494668e-05,6.6800385e-05
6.290106664621429e-05,6.7189496e-05
6.545369601752554e-05,6.868696e-05
5.5506024388290006e-05,7.0639166e-05
5.27643727911426e-05,7.123884e-05
6.258193589052543e-05,7.035247e-05
6.397566443020795e-05,7.039201e-05
9.90093163355092e-05,7.0325725e-05
0.0001055392770171,7.467375e-05
0.0001003741906862,8.225903e-05
0.0001216017605433,9.024693e-05
0.0001271028590015,0.00010020631
0.0001307827986059,0.00011108535
0.0001362416432321,0.000116777104
0.0001652702918992,0.00012232857
0.0001652954758704,0.00013394783
0.0001871542167322,0.00014202988
0.0001929137201901,0.00015314226
0.0001933062679488,0.00016489255
0.0001967881193417,0.00017582464
0.0001947309057694,0.00018191397
0.0002190490648571,0.0001876418
0.0002200417360733,0.00019363416
0.0002204610058126,0.00019885508
0.00022692799324000002,0.00020419664
0.0002389850295977,0.00021011231
0.00023669056386149998,0.00021867694
0.0002343582338474,0.00022215226
0.00023399890379559998,0.00022505195
0.0002106996375175,0.0002277916
0.0002048203164699,0.00022481328
0.00021119882900830003,0.00021819817
0.000196375607849,0.00021310206
0.0002075278673792,0.00020568696
0.00020279156981229998,0.00020042014
