SPX_SET_True_test,SPX_SET_5_pred
0.0001913606248198,0.0001690456
0.0001614102285588,0.00016752178
0.0001517171118142,0.00016005625
0.0001516088537087,0.00014763937
0.0001348104927239,0.00013846568
0.0001350422496494,0.00012714029
0.0001303206419784,0.000118896496
0.0001188708763034,0.000112650836
8.707564543818081e-05,0.00010586902
8.598842734477807e-05,9.377227e-05
7.473298217276113e-05,8.399902e-05
6.696731847597752e-05,7.3401825e-05
6.670031795255749e-05,6.358619e-05
6.29569020453762e-05,5.8246074e-05
6.671615513967798e-05,5.4064192e-05
4.208997749371843e-05,5.5170392e-05
3.529021268145473e-05,4.8731443e-05
3.73480270137905e-05,4.3573655e-05
3.461704748268069e-05,4.10196e-05
3.294374874750023e-05,3.7227546e-05
4.669886363275383e-05,3.94261e-05
4.777450151875485e-05,5.2325904e-05
5.135390350104957e-05,5.024061e-05
4.6674866562452506e-05,5.2050866e-05
5.6028099464593374e-05,5.1266677e-05
6.043883996129246e-05,6.3500054e-05
6.268022802900462e-05,6.129298e-05
6.692821695124268e-05,5.89433e-05
6.691263678658223e-05,6.005783e-05
7.135874065046017e-05,5.9348346e-05
7.009768235275342e-05,6.0305494e-05
7.047307082548717e-05,5.946515e-05
7.096799064381633e-05,5.8032012e-05
7.302876554627991e-05,5.8336518e-05
7.181349661277072e-05,5.8258694e-05
7.20744535148231e-05,5.8177215e-05
6.836048070435951e-05,5.6897527e-05
6.819113957691574e-05,5.5091798e-05
6.84490814882227e-05,5.385747e-05
6.653938123182825e-05,5.2959775e-05
6.614926818222987e-05,5.177788e-05
5.988269945640776e-05,5.060905e-05
4.81791745354777e-05,4.9449132e-05
4.5422562430509344e-05,4.686781e-05
3.7062978386048006e-05,4.288093e-05
3.645276687451669e-05,3.8842223e-05
2.708526082416709e-05,3.543705e-05
2.256429434034696e-05,3.210658e-05
2.112456614146554e-05,2.9696666e-05
1.527586239098702e-05,2.815958e-05
1.531807859937453e-05,2.658692e-05
1.0716541667903087e-05,2.5405656e-05
1.204380434361528e-05,2.4512708e-05
1.174940142716932e-05,2.4555355e-05
1.1459559403752068e-05,2.405521e-05
1.0592463994397174e-05,2.3885346e-05
1.0453730157910114e-05,2.4160767e-05
1.0150898997745495e-05,2.4151406e-05
1.153243929999473e-05,2.3827126e-05
1.0986778936731872e-05,2.424385e-05
1.029309674611806e-05,2.3915327e-05
1.1517232334342432e-05,2.3760542e-05
1.553950988638345e-05,2.4330546e-05
1.716277271882098e-05,2.7491391e-05
1.6452947369307742e-05,2.9750874e-05
1.6431495814484873e-05,2.8540599e-05
1.8959757379846857e-05,2.7185519e-05
1.961239200503863e-05,2.7613723e-05
1.975624048153093e-05,2.7876544e-05
1.9975232707009947e-05,2.7360766e-05
2.162689676254089e-05,2.6694954e-05
2.1673461595098903e-05,2.7220894e-05
2.30909629214398e-05,2.6794401e-05
2.3120779357242552e-05,2.7061733e-05
2.1729172973969026e-05,2.6792766e-05
2.212816737462637e-05,2.6633039e-05
2.2375544480018663e-05,2.6504582e-05
2.1138921710489945e-05,2.6470965e-05
2.0844336697385287e-05,2.6167692e-05
2.131080155796285e-05,2.6019607e-05
1.995781376550105e-05,2.6115214e-05
2.2145233974102976e-05,2.587261e-05
2.2018027463213237e-05,2.7060156e-05
2.2647616595182937e-05,2.6679509e-05
2.1941105657594136e-05,2.7123033e-05
1.9474930343234397e-05,2.9600567e-05
1.8991680378804225e-05,2.806916e-05
1.934968184631213e-05,2.7953538e-05
1.7453803252994833e-05,2.7110114e-05
1.7717029256100387e-05,2.6619637e-05
1.8596296192029097e-05,2.6673852e-05
1.8939800052030125e-05,2.6452797e-05
1.6483340094894417e-05,2.6396836e-05
1.8213091384718196e-05,2.5692596e-05
1.689831852149714e-05,2.5997919e-05
1.7746619538761566e-05,2.5540292e-05
1.7757996926797885e-05,2.5781415e-05
1.729023133751533e-05,2.5491569e-05
2.13928696161444e-05,2.520233e-05
3.3192695373795685e-05,2.8763394e-05
3.692653366374e-05,4.4355136e-05
3.652467813097798e-05,4.088854e-05
3.6713595985924e-05,3.7960093e-05
4.91202330390566e-05,3.5666795e-05
5.117655479305191e-05,5.629075e-05
5.846487493859521e-05,5.062429e-05
5.9301809363570976e-05,5.3039832e-05
5.939367740512651e-05,5.2905536e-05
6.0458336653492894e-05,5.0483588e-05
6.166335045568511e-05,5.198386e-05
6.062562573770698e-05,5.074098e-05
6.0705546843621555e-05,4.837854e-05
6.003775551492635e-05,4.7652175e-05
5.948724729025624e-05,4.7096713e-05
6.022418470779977e-05,4.5949942e-05
5.90854785070961e-05,4.6302877e-05
5.980221563366239e-05,4.5530636e-05
6.421080032448489e-05,4.6393005e-05
0.0001128775008048,5.4375385e-05
0.0001484180874599,0.0001765706
0.0001438342666443,0.0002835157
0.0002095225018697,0.0002155165
0.00020620072156459998,0.0004737552
0.0003092313635631,0.00036716854
0.000336126162601,0.0004246536
0.0004044035848209,0.00048594174
0.0004465786962847,0.00051039824
0.000444341179066,0.0006248295
0.0006639135371474,0.00058236247
0.0008012109246593999,0.0014669419
0.0008766932394358,0.0012053257
0.0012133087384693,0.0014397711
0.0016546035967985,0.0027848915
0.0022219947334575,0.0025501915
0.0024528796229476,0.0028995064
0.0025171984101067,0.0028995064
0.00253455580129,0.0028995064
0.0025666688321436,0.0027125974
0.002571353159232,0.0027692942
0.0030556769986171003,0.002615546
0.0030320114159467005,0.0027984383
0.0032092935374774,0.0025029145
0.0032376278429539,0.0025799281
0.0032281341783237,0.0026367407
0.0032321611588663,0.0025633774
0.0031846437946632,0.002511089
0.0031995353065766,0.0026744017
0.0031177143537889002,0.0025239824
0.0033204529089161,0.002452335
0.0033139136887444,0.002600694
0.0031407772656383,0.0024959582
0.0030147477793226,0.0024461455
0.0029422460539891004,0.00234657
0.0026299236834509,0.002277791
0.0022136613560158,0.0021653017
0.0016452847503401,0.002011292
0.0014333744577809,0.0017285927
0.0013985077891032,0.0015047776
0.0014424472088887,0.0013383839
0.001418397920864,0.0013071044
0.0014180314753677,0.0011894564
0.0009306986184649002,0.0011243112
0.0009083223867335,0.0009998834
0.000699267093357,0.0009036688
0.0006883650742722,0.0007795818
0.0006291871285594,0.00069995876
0.0006728728041613,0.00060689356
0.0006174864551417,0.00065311295
0.0005758876018249,0.0005747425
0.0005826775097536,0.00052764575
0.0003383691464286,0.00050870894
0.0003447370001598,0.00043151903
0.0002942638958465,0.00037839194
0.0003049189262051,0.00031867574
0.0003155874476329,0.0003254633
0.0002955543965137,0.00032707976
0.0002708214524972,0.00029446345
0.0003078408082796,0.00026267287
0.0002943115961097,0.00029413408
0.0002739927556831,0.0002880469
0.00021765420373079998,0.00027055395
0.00020895039347889997,0.00024876161
0.0002075667986048,0.00021938478
0.0002114176616989,0.00020045837
0.0002095810181559,0.00019087888
0.00020598542137730002,0.00017886718
0.00018866107815070004,0.00017147587
0.0001812528894769,0.00016318807
0.0001367184187295,0.00015715232
0.0001390625720526,0.00014573168
0.0001586095474088,0.00013282904
0.000152519266596,0.00015266098
0.0001570368685416,0.0001430458
0.0001539717479055,0.0001410905
0.0003275364571412,0.00013972756
0.0003103036045019,0.0005596489
0.000295539940795,0.00042091537
0.0002994221954689,0.0003473489
0.0003016035016881,0.00032808862
0.0002646381573644,0.0003085457
0.00026197130002,0.00026960496
0.0002536624757946,0.00025359602
0.0002480772162745,0.00023331936
0.0002827813656104,0.00021667489
0.0002830837480579,0.00028003324
0.0003033746676762,0.00026251297
0.0003116804787424,0.00032195484
0.0003210053056579,0.0003023507
0.0003215997785014,0.00029588075
0.0003208230767089,0.0002807065
0.0003272071179179,0.00027155448
0.0003305173322779,0.00027629302
0.000313505544474,0.00028607802
0.0003126729155965,0.00027388925
0.0003105693626491,0.00027045008
0.0003103303243358,0.00026441706
0.0001413963394855,0.00026891034
0.0001383686040844,0.00022565332
0.0001388707431558,0.00018761196
0.0001292172760688,0.00015878722
0.0001285819293793,0.00013028346
0.0001284361096723,0.00011080518
0.000125762238145,0.000105673564
0.0001339394337206,0.00010269977
0.000136329235844,0.0001167265
0.00010260065335890001,0.000119769335
0.0001017142167138,0.00010780377
7.874056950223763e-05,0.000104614424
7.1485535145147e-05,9.44412e-05
6.320657880506585e-05,8.224526e-05
6.340371037132348e-05,6.864004e-05
6.279974848205859e-05,6.0759612e-05
5.351470672104515e-05,5.3528736e-05
4.822621451836228e-05,4.8960468e-05
4.537798563193065e-05,4.5077002e-05
4.44524847990845e-05,4.138666e-05
4.383579506999405e-05,3.865465e-05
4.549937765914427e-05,4.1521685e-05
4.144862686121096e-05,4.4384844e-05
3.983132458323815e-05,4.1957697e-05
3.842974525105196e-05,3.8626527e-05
3.8339056661903536e-05,3.607786e-05
3.81722250314858e-05,3.442482e-05
3.825567235742601e-05,3.5566612e-05
3.793873230451297e-05,3.4043405e-05
3.1364020346669804e-05,3.3089964e-05
2.88732954346614e-05,3.3414228e-05
3.006385325034421e-05,3.1572752e-05
2.699884663586831e-05,3.2182365e-05
2.40444115731186e-05,3.0129188e-05
2.3535503954667003e-05,2.9202267e-05
2.3060821618774795e-05,2.8892267e-05
2.8062616283083085e-05,2.8638296e-05
9.279968531364203e-05,3.3503788e-05
9.604670289434637e-05,0.00014726861
0.0001308886678099,0.00012891654
0.0001476613203196,0.00021063066
0.0001615049444854,0.00020129334
0.0001569001055304,0.0002222121
0.0001588684506199,0.00017924976
0.0001590165193032,0.00017179432
0.0001598461529437,0.00015541924
0.0001628287740454,0.00014936003
0.0001676443014028,0.000151923
0.0001708281521719,0.00016174385
0.0001766587941038,0.00017096043
0.00019813771486769998,0.00016392836
0.0001970725058979,0.00022319717
0.0002114771154488,0.00019164196
0.00022350966557429998,0.0001973829
0.0002237044767423,0.00020502531
0.000227865139605,0.00020046154
0.0002285658433034,0.00019600728
0.00023020627640620004,0.00019140262
0.0002425185151511,0.00020112899
0.00018520921620160003,0.00021435063
0.0001947977560874,0.0002183969
0.0001612630642968,0.0002121145
0.0001470351740458,0.00018425111
0.0001417280299674,0.00016197369
0.0001450775983421,0.00015453633
0.0001407754220112,0.00014583336
0.0001400241397013,0.00013796917
0.0001390388396731,0.00012719794
0.0001498126666748,0.000119268356
0.0001454209700623,0.00014453623
0.0001413811207176,0.00013264114
0.0001359725108788,0.00012682218
0.0001143540484815,0.0001205892
0.0001327897435354,0.00011015564
0.0001192088780978,0.00013595671
0.0001601186628739,0.00012227862
0.0001665443411404,0.00023619388
0.0001673005467982,0.00020326073
0.0001730847138274,0.00020452408
0.0001843907175923,0.00018900224
0.0001868173815473,0.00019531722
0.00019292972529409998,0.00020663648
0.0001793358098859,0.00021058196
0.00018226298408830004,0.00018784447
0.0001797924402196,0.00018154459
0.0001735660619507,0.00016891898
0.000175079152974,0.00016063398
0.0001789967251902,0.00016591392
0.0001830026712985,0.00016673443
0.0001848113264152,0.00016575972
0.000179285058791,0.00016394035
0.0001790699067699,0.00017552492
0.0001814419979914,0.00016351396
0.0001816638895986,0.00016560528
0.0001903846281883,0.00015849435
0.000171513396122,0.00016809278
0.0001707092006873,0.00015880357
0.00011947608240159998,0.00015049517
0.00011467084648759998,0.00013721557
0.0001097814313425,0.0001264344
0.0001031234265412,0.00010900686
9.036233389091938e-05,9.726485e-05
7.083613397742847e-05,8.770524e-05
5.724588219576695e-05,7.7570294e-05
6.173825410171323e-05,6.5084314e-05
5.727807063240365e-05,6.603302e-05
5.738499442760164e-05,5.7142686e-05
5.635568147161796e-05,5.1464525e-05
5.684221417371561e-05,5.182895e-05
4.999407724817363e-05,5.64231e-05
4.6622326010950585e-05,4.9842594e-05
4.578084967671481e-05,4.6836103e-05
3.892063805091992e-05,4.6266632e-05
3.923532603175616e-05,4.5005312e-05
3.606499704410665e-05,4.2106705e-05
3.550737147861194e-05,3.79903e-05
2.9305489170973847e-05,3.592474e-05
2.890291895311453e-05,3.6308014e-05
2.88746162976412e-05,3.5427405e-05
2.602916847982708e-05,3.2785425e-05
3.47340419493344e-05,3.2487e-05
3.6025620942328664e-05,5.290559e-05
3.576375813999435e-05,4.6745386e-05
4.306970867407148e-05,4.258327e-05
4.25664056752932e-05,4.9750877e-05
4.529487406351285e-05,4.6026766e-05
4.076415498133074e-05,5.018282e-05
4.042985180734245e-05,4.4494253e-05
4.139632062953076e-05,4.1347215e-05
4.3551884367296907e-05,4.2260825e-05
4.031963040703784e-05,4.7410198e-05
4.688819977258492e-05,4.531693e-05
4.601458410555582e-05,5.091423e-05
4.594957717815398e-05,4.585854e-05
4.469973647545368e-05,4.556083e-05
4.47169133407172e-05,4.2743734e-05
7.721806741932477e-05,4.2054668e-05
8.047531470499379e-05,0.000108872366
9.478214284966146e-05,9.368047e-05
0.0001049659400093,0.00013627132
0.0001122595839589,0.00012860763
0.0001112297343784,0.00012466338
0.0001040111946667,0.000110043664
0.000102358504178,0.00010845547
0.0001026747103345,0.00010120087
9.468503220077469e-05,9.75844e-05
9.408615722349134e-05,9.154526e-05
9.135532240229855e-05,8.6216925e-05
9.174076168299048e-05,8.134491e-05
9.191082349783192e-05,7.888654e-05
9.076709580782822e-05,7.670133e-05
8.904871716171905e-05,7.510986e-05
8.736811307459646e-05,7.603541e-05
8.374244758818516e-05,7.453106e-05
8.371006969815005e-05,7.72149e-05
8.757297360785214e-05,7.25555e-05
0.0001146749249919,7.559638e-05
0.0001149767310221,0.00011584153
0.0001038760336457,0.00011161646
0.00010420596766789999,0.00012624038
9.68334879173082e-05,0.00012263241
9.432823371311629e-05,0.00012575217
0.00010365538206240001,0.000125691
0.0001049165980305,0.00012524189
0.0001103684479243,0.00011633858
0.00011175777518890002,0.000116152456
0.00011504597010769999,0.0001100848
0.0001148072596371,0.00011080827
0.00011624838929990002,0.00010714166
0.0001164461951166,0.000106187224
0.00011626806768579999,0.000103425526
0.0001258692850358,0.00010107664
0.0001257090029023,0.00011501687
0.0001260255490308,0.00011174145
0.0001282787493692,0.000111436726
0.0001267719943745,0.00011432411
0.000127823788903,0.00011499889
0.0001345305922713,0.000113318245
0.0001075895649126,0.00012055315
0.00010783304952020002,0.000110331086
8.674965168709927e-05,0.00010521765
8.756193821166213e-05,9.588634e-05
8.397141397209438e-05,9.001945e-05
7.668438613840329e-05,8.437472e-05
6.0133973932722205e-05,7.8427394e-05
5.892163387456489e-05,6.856343e-05
5.104965662012834e-05,6.2803236e-05
4.9836677080715606e-05,5.7015935e-05
4.52768403711861e-05,5.1365558e-05
4.6971435049260405e-05,4.667125e-05
4.895376998804585e-05,4.6614772e-05
4.880890959826183e-05,4.7961246e-05
5.1053933295544364e-05,4.6034478e-05
4.520425318311839e-05,4.848574e-05
4.702175076945388e-05,5.0294526e-05
5.093685202690474e-05,4.9680002e-05
5.103154714911242e-05,5.4318818e-05
4.970417913459748e-05,5.3695694e-05
4.911732394933389e-05,4.9411217e-05
3.804080061724804e-05,4.77019e-05
3.850444916903276e-05,4.471351e-05
4.17021026441071e-05,4.3047905e-05
4.1350888978697054e-05,4.5346966e-05
3.991444812777032e-05,4.229919e-05
3.405022628485224e-05,4.4176002e-05
3.518136124054015e-05,4.0494793e-05
3.6574180712612286e-05,4.0235678e-05
4.2527481693999705e-05,3.96574e-05
4.513035292048602e-05,4.6109497e-05
6.474866891843178e-05,4.9842678e-05
7.171369517861545e-05,7.87909e-05
7.925487991561088e-05,7.276864e-05
7.602304241394818e-05,7.641305e-05
7.882008911436786e-05,7.3408395e-05
7.65754446700837e-05,7.935294e-05
7.740116577187988e-05,7.541873e-05
7.559265130542787e-05,7.444324e-05
7.347664634557548e-05,6.999462e-05
7.090668082405471e-05,6.948387e-05
7.093784034705267e-05,6.667199e-05
7.048067095488557e-05,6.313111e-05
7.003681998127425e-05,6.119273e-05
6.929131662986516e-05,5.9397167e-05
6.506829765849203e-05,5.8170193e-05
6.566567100657463e-05,5.5889464e-05
6.550148147270503e-05,5.6226032e-05
6.559141124255339e-05,5.6073877e-05
6.353340095912398e-05,5.5375713e-05
6.219772921052154e-05,5.3408632e-05
5.6956719962917925e-05,5.2567026e-05
5.33394540870943e-05,5.0527095e-05
3.337040079148806e-05,4.8415357e-05
2.6906676291236215e-05,4.2919633e-05
1.925829512364003e-05,3.888916e-05
1.903634830973182e-05,3.7115326e-05
2.463292652713759e-05,3.247626e-05
3.171524530832133e-05,4.0405317e-05
