SPX_S_True_test,SPX_S_22_pred
3.73480270137905e-05,4.5439618e-05
3.461704748268069e-05,4.1566054e-05
3.294374874750023e-05,3.8170227e-05
4.669886363275383e-05,3.9020673e-05
4.777450151875485e-05,4.827894e-05
5.135390350104957e-05,4.7323185e-05
4.6674866562452506e-05,5.1813262e-05
5.6028099464593374e-05,4.875278e-05
6.043883996129246e-05,5.7858404e-05
6.268022802900462e-05,5.7980626e-05
6.692821695124268e-05,5.6817422e-05
6.691263678658223e-05,6.0144837e-05
7.135874065046017e-05,5.853627e-05
7.009768235275342e-05,6.145596e-05
7.047307082548717e-05,6.0289567e-05
7.096799064381633e-05,5.946169e-05
7.302876554627991e-05,5.9500853e-05
7.181349661277072e-05,6.054332e-05
7.20744535148231e-05,6.0297298e-05
6.836048070435951e-05,5.9625865e-05
6.819113957691574e-05,5.8247093e-05
6.84490814882227e-05,5.7418558e-05
6.653938123182825e-05,5.7107492e-05
6.614926818222987e-05,5.595551e-05
5.988269945640776e-05,5.5022505e-05
4.81791745354777e-05,5.3090225e-05
4.5422562430509344e-05,5.064955e-05
3.7062978386048006e-05,4.6263394e-05
3.645276687451669e-05,4.1696683e-05
2.708526082416709e-05,3.8339145e-05
2.256429434034696e-05,3.4942805e-05
2.112456614146554e-05,3.2080236e-05
1.527586239098702e-05,3.0034507e-05
1.531807859937453e-05,2.80268e-05
1.0716541667903087e-05,2.6601474e-05
1.204380434361528e-05,2.5298097e-05
1.174940142716932e-05,2.4945619e-05
1.1459559403752068e-05,2.415142e-05
1.0592463994397174e-05,2.361265e-05
1.0453730157910114e-05,2.34531e-05
1.0150898997745495e-05,2.311405e-05
1.153243929999473e-05,2.2769495e-05
1.0986778936731872e-05,2.3080855e-05
1.029309674611806e-05,2.276564e-05
1.1517232334342432e-05,2.260981e-05
1.553950988638345e-05,2.281564e-05
1.716277271882098e-05,2.4952207e-05
1.6452947369307742e-05,2.5961672e-05
1.6431495814484873e-05,2.548337e-05
1.8959757379846857e-05,2.446964e-05
1.961239200503863e-05,2.5651998e-05
1.975624048153093e-05,2.5356827e-05
1.9975232707009947e-05,2.4855563e-05
2.162689676254089e-05,2.4590645e-05
2.1673461595098903e-05,2.555333e-05
2.30909629214398e-05,2.5161695e-05
2.3120779357242552e-05,2.5668709e-05
2.1729172973969026e-05,2.5427278e-05
2.212816737462637e-05,2.5265554e-05
2.2375544480018663e-05,2.5276337e-05
2.1138921710489945e-05,2.5341942e-05
2.0844336697385287e-05,2.5147341e-05
2.131080155796285e-05,2.5026055e-05
1.995781376550105e-05,2.5101439e-05
2.2145233974102976e-05,2.490101e-05
2.2018027463213237e-05,2.5541234e-05
2.2647616595182937e-05,2.5341948e-05
2.1941105657594136e-05,2.60212e-05
1.9474930343234397e-05,2.7178103e-05
1.8991680378804225e-05,2.6139498e-05
1.934968184631213e-05,2.571835e-05
1.7453803252994833e-05,2.5369623e-05
1.7717029256100387e-05,2.5269142e-05
1.8596296192029097e-05,2.502555e-05
1.8939800052030125e-05,2.5143232e-05
1.6483340094894417e-05,2.4840367e-05
1.8213091384718196e-05,2.439143e-05
1.689831852149714e-05,2.4901903e-05
1.7746619538761566e-05,2.4486371e-05
1.7757996926797885e-05,2.4438674e-05
1.729023133751533e-05,2.421286e-05
2.13928696161444e-05,2.4014114e-05
3.3192695373795685e-05,2.6101423e-05
3.692653366374e-05,3.7201156e-05
3.652467813097798e-05,3.691295e-05
3.6713595985924e-05,3.4153843e-05
4.91202330390566e-05,3.247955e-05
5.117655479305191e-05,4.9131635e-05
5.846487493859521e-05,4.6415887e-05
5.9301809363570976e-05,5.377884e-05
5.939367740512651e-05,5.513439e-05
6.0458336653492894e-05,5.1601946e-05
6.166335045568511e-05,5.1541025e-05
6.062562573770698e-05,5.1494517e-05
6.0705546843621555e-05,4.9681094e-05
6.003775551492635e-05,4.981767e-05
5.948724729025624e-05,4.908289e-05
6.022418470779977e-05,4.8357975e-05
5.90854785070961e-05,4.8531598e-05
5.980221563366239e-05,4.822863e-05
6.421080032448489e-05,4.8466925e-05
0.0001128775008048,5.419276e-05
0.0001484180874599,0.00017406818
0.0001438342666443,0.00024826237
0.0002095225018697,0.00019027002
0.00020620072156459998,0.0004024664
0.0003092313635631,0.00030493722
0.000336126162601,0.00047302272
0.0004044035848209,0.00047047428
0.0004465786962847,0.00056674
0.000444341179066,0.00060186465
0.0006639135371474,0.000520804
0.0008012109246593999,0.0012339908
0.0008766932394358,0.0011967493
0.0012133087384693,0.0012444775
0.0016546035967985,0.0022432916
0.0022219947334575,0.0026232894
0.0024528796229476,0.0028995064
0.0025171984101067,0.0028995064
0.00253455580129,0.0028995064
0.0025666688321436,0.0023766262
0.002571353159232,0.0022989851
0.0030556769986171003,0.002174153
0.0030320114159467005,0.0028105688
0.0032092935374774,0.0025179274
0.0032376278429539,0.0026779063
0.0032281341783237,0.0026123037
0.0032321611588663,0.0025599028
0.0031846437946632,0.0024867305
0.0031995353065766,0.0025598651
