mode,window,RMSE,MAE,MAPE
triple,5,0.00014673547153690327,3.8549956721090114e-05,0.13460529735577637
triple,11,0.00014781083683939756,4.000477026073016e-05,0.14539718151811767
triple,22,0.00014924331852384634,4.007413136910827e-05,0.13815685759601462
