RTY_ST_True_test,RTY_ST_5_pred
0.0002343582338474,0.00022149437
0.00023399890379559998,0.0002261195
0.0002106996375175,0.00022283974
0.0002048203164699,0.00021718236
0.00021119882900830003,0.0002074265
0.000196375607849,0.00020239233
0.0002075278673792,0.00019465096
0.00020279156981229998,0.00019515588
0.0001955717855649,0.00019050053
0.0001646609240766,0.00018531867
0.0001671579957486,0.00017298169
0.0001456734652034,0.00016574113
0.0001412501492386,0.00015427938
0.0001401516282169,0.00014399512
0.0001368024730666,0.0001350922
0.0001495427679416,0.00012927191
0.00011766550939139998,0.0001344402
0.00011664048179339998,0.00012632034
0.0001170569261577,0.0001228576
0.0001078121651296,0.00011938845
0.00010949101100449999,0.00011128531
0.0001129714272313,0.000113624206
0.00010623634618599998,0.00011410359
0.0001055575926195,0.00010898699
9.30757546416048e-05,0.000105111285
0.000104009439127,9.9346e-05
9.923548215595056e-05,0.00010431762
9.427043847915232e-05,9.9500736e-05
9.50543667169964e-05,9.493345e-05
9.492392194329864e-05,9.420844e-05
0.0001030977967852,9.3181465e-05
0.0001034619110892,9.3199844e-05
0.00010747562588580001,9.255316e-05
0.00010461790799829998,9.439071e-05
0.00010740310719399999,9.50331e-05
0.0001070366505316,9.5919866e-05
0.00010686727469109999,9.514307e-05
9.429488627812886e-05,9.4199975e-05
9.240632706974836e-05,9.024004e-05
8.719511563637002e-05,8.68573e-05
8.241057934080621e-05,8.2991675e-05
8.318204763787686e-05,7.8563695e-05
6.887991506707779e-05,7.566785e-05
7.400687824323945e-05,7.246304e-05
7.33889894879345e-05,7.194272e-05
6.970771895758067e-05,6.9849506e-05
7.329399051732354e-05,6.7552726e-05
6.173639761593881e-05,6.755554e-05
6.010769712238173e-05,6.523759e-05
6.015068466721321e-05,6.304017e-05
4.293673101864588e-05,6.165723e-05
4.4451810826700085e-05,5.861117e-05
3.648909046408679e-05,5.6895282e-05
3.644761896418301e-05,5.500268e-05
3.06355917316727e-05,5.3755484e-05
3.034365366191889e-05,5.2627718e-05
2.727077176933211e-05,5.1968113e-05
2.8763060274976937e-05,5.1739942e-05
2.8868490511548404e-05,5.2041185e-05
4.416205929736389e-05,5.1487776e-05
4.291758350820337e-05,5.4179443e-05
4.132232828629465e-05,5.4065906e-05
4.35878387524226e-05,5.409014e-05
4.878553975035932e-05,5.4818996e-05
4.617341325982632e-05,5.7348847e-05
3.931910106838851e-05,5.7278554e-05
3.917427410635524e-05,5.6136054e-05
4.431038417499303e-05,5.5023655e-05
4.124246366231133e-05,5.5246182e-05
4.121515327099989e-05,5.4828703e-05
4.12340234313513e-05,5.407624e-05
4.160563701277655e-05,5.371992e-05
4.269308591557165e-05,5.370308e-05
4.236217158477906e-05,5.3942622e-05
4.247855071967515e-05,5.3808893e-05
4.216137407338265e-05,5.3578242e-05
4.147658239554236e-05,5.3367123e-05
4.134267182567228e-05,5.31445e-05
4.00639115086102e-05,5.2943436e-05
