mode,window,RMSE,MAE,MAPE
dual,5,0.00014738633416523178,3.902949574912437e-05,0.1368962317144451
dual,11,0.00014805335229805736,4.021861462017794e-05,0.14587628954269727
dual,22,0.0001483146055320159,3.952635282505577e-05,0.13989592349440316
