NDX_LSTM_True_test,NDX_LSTM_11_pred
0.0001388678134948,0.0001404121
0.0001388072903346,0.00014081592
0.0001397385027807,0.00013914349
0.0001421955969276,0.00013894614
0.0001444522178679,0.00013884604
0.0001551303942996,0.0001392731
0.0001951242119609,0.00014247582
0.0001925469881747,0.00015646034
0.0001948018714215,0.00016973849
0.000194882037175,0.00018178042
0.0002010094152281,0.00019090131
0.00020028057739889996,0.00019844783
0.00020134586289290003,0.00020253038
0.0001512052059094,0.00020406814
0.0001459485546666,0.0001893858
0.0001383200067769,0.00017204916
0.0001422702714542,0.00015474862
0.0001388742237763,0.00014273792
0.0001305278360877,0.00013481134
0.0001249331599437,0.00012784226
0.0001249858297159,0.00012223152
0.000134367030677,0.00011905827
0.0001345189756615,0.00012032834
0.0001346373222515,0.00012291464
0.0001336300363961,0.00012597219
0.0001350773892567,0.00012728151
0.0001281395409469,0.00012883585
0.0001159761148609,0.00012817027
7.655251234013051e-05,0.00012430073
7.578699497507515e-05,0.000111100206
7.073603609079085e-05,9.971274e-05
5.360039496288288e-05,9.0181326e-05
4.746593882957464e-05,8.078999e-05
4.779076021114552e-05,7.327746e-05
4.671874412987336e-05,6.787417e-05
4.8532745497958506e-05,6.3938176e-05
4.993764974096856e-05,6.149647e-05
4.820615489451724e-05,6.0231825e-05
4.3773754171326025e-05,5.935894e-05
4.587745717358849e-05,5.8363945e-05
4.4806049786871794e-05,5.7826488e-05
4.575560548450668e-05,5.74429e-05
5.1294196942453794e-05,5.7417794e-05
3.829476010275177e-05,5.8149486e-05
3.9388717727275686e-05,5.6904457e-05
4.108136433768701e-05,5.607369e-05
5.016172722855431e-05,5.5643195e-05
4.793203340346884e-05,5.6575336e-05
5.604315383274534e-05,5.7024015e-05
0.00010857847852109999,5.856459e-05
0.00011853509862619998,6.944841e-05
0.0001148440622155,8.160881e-05
0.0001392160769745,9.1951726e-05
0.0001405406578043,0.0001075771
0.0001438925618782,0.0001223586
0.000167480961463,0.00013506335
0.0002043448013453,0.00015086195
0.00020197601471379998,0.00017155443
0.00021345141346789997,0.00018730473
0.0002252489007111,0.00020092043
0.00022243968821599998,0.00021333712
0.00022433920667709996,0.00022305113
0.00022337685300069998,0.00022886286
0.0002596332522137,0.00023015999
0.0002664908463039,0.00023927465
0.0002633453626551,0.00024839243
0.000263167279591,0.0002546867
0.0002736079692903,0.00025962506
0.000264500687815,0.00026617796
0.0002668290451987,0.0002677722
0.0002678348921841,0.0002681186
0.0002263696674014,0.00026735908
0.000215153515798,0.0002540143
0.0002146180945817,0.00023733715
0.00019042652406249996,0.00022256894
0.0001897834375625,0.00020520856
0.0001861026903111,0.0001914659
0.000162750263751,0.00018103293
0.0001283070130483,0.0001684342
0.000128368050803,0.00015119069
0.0001146216012343,0.00013796307
0.00010283770633970002,0.00012578152
0.00010651425292829998,0.00011476891
0.0001020909627831,0.000106997526
0.00011083340815989999,0.00010104973
7.783486575920829e-05,9.931769e-05
6.63782275221422e-05,9.242422e-05
7.326121700163391e-05,8.583616e-05
7.481194055834604e-05,8.230231e-05
6.573307509337931e-05,7.9890146e-05
7.835077202950426e-05,7.625029e-05
8.009966804672885e-05,7.579451e-05
8.097786079082789e-05,7.597873e-05
7.012013242983192e-05,7.65419e-05
7.895137419007348e-05,7.5481104e-05
8.48063957119681e-05,7.657721e-05
8.66141041302931e-05,7.9280966e-05
9.21328510426102e-05,8.142567e-05
9.20075688109207e-05,8.410617e-05
9.830978848977279e-05,8.639817e-05
9.636771162574669e-05,8.975766e-05
9.641576903140222e-05,9.177217e-05
0.0001001325781076,9.362895e-05
0.0001036896628707,9.584696e-05
0.00010167062543909999,9.8306904e-05
0.0001017112527513,9.9101264e-05
9.590140522801137e-05,9.961991e-05
9.325272073591888e-05,9.8464385e-05
9.503744018648433e-05,9.658693e-05
9.254452457159932e-05,9.540476e-05
9.003492823901247e-05,9.373531e-05
8.708429978682104e-05,9.194738e-05
7.608304481397559e-05,8.977086e-05
7.056004334718594e-05,8.583491e-05
6.0885587602594e-05,8.1836e-05
6.137808261304922e-05,7.725633e-05
5.209193027161504e-05,7.384666e-05
4.5487952605402465e-05,6.995551e-05
4.426856261817051e-05,6.606555e-05
3.5941418920602994e-05,6.296655e-05
3.6305335004405576e-05,5.96388e-05
2.944321163578996e-05,5.7251244e-05
2.9989172706273392e-05,5.4708486e-05
2.9730851940366477e-05,5.2949556e-05
2.597293847557011e-05,5.1612275e-05
2.5714540998682516e-05,5.0211263e-05
2.322579613665924e-05,4.9153892e-05
2.3212961011381527e-05,4.813805e-05
2.4433612551109802e-05,4.739915e-05
2.2506955203069885e-05,4.702164e-05
2.0700406636493315e-05,4.6552967e-05
1.834086700116318e-05,4.60021e-05
2.522172606539885e-05,4.533046e-05
2.7578582692093645e-05,4.5645415e-05
2.6789827826021966e-05,4.6187055e-05
2.6479247030479526e-05,4.6530273e-05
3.037102469621842e-05,4.6764544e-05
3.0643349752405644e-05,4.742228e-05
3.076270423319142e-05,4.795081e-05
3.182114800308272e-05,4.8380432e-05
3.274129220379834e-05,4.8866885e-05
3.280754608627759e-05,4.9364342e-05
3.535713635737922e-05,4.9730403e-05
3.52280109562539e-05,5.028344e-05
3.4236416436322995e-05,5.0693707e-05
3.553060890017051e-05,5.088495e-05
3.5720247201583426e-05,5.117669e-05
3.2406094312997016e-05,5.1403546e-05
3.1696709021147325e-05,5.1162202e-05
3.342471266418739e-05,5.0884817e-05
2.950242131550016e-05,5.0879687e-05
3.296246197742202e-05,5.037795e-05
3.18067566507414e-05,5.040903e-05
3.777275646820142e-05,5.027592e-05
3.656069848914059e-05,5.0925562e-05
3.439922921978188e-05,5.1262934e-05
3.400933375278173e-05,5.1247287e-05
3.478813700233215e-05,5.1204544e-05
3.1967490105592795e-05,5.1295807e-05
3.2301726249074965e-05,5.1012332e-05
3.4923392368252354e-05,5.0846593e-05
3.6293512700165146e-05,5.1061164e-05
3.4765820648816714e-05,5.1360785e-05
3.66442956590386e-05,5.137284e-05
3.395501668376556e-05,5.1595554e-05
3.455843776005619e-05,5.145161e-05
3.454892782894146e-05,5.143098e-05
3.323936310693103e-05,5.1419578e-05
3.805606371278724e-05,5.1260187e-05
6.0544704196989805e-05,5.1756215e-05
6.851364781581735e-05,5.522907e-05
6.670976574372005e-05,5.92295e-05
6.64825366859823e-05,6.216404e-05
7.677788377242308e-05,6.453026e-05
8.424703152783466e-05,6.837427e-05
9.472284714449059e-05,7.324277e-05
8.879284242511303e-05,7.971528e-05
8.968461994155991e-05,8.377369e-05
9.180394192243698e-05,8.677863e-05
9.48809760275484e-05,8.887021e-05
9.377053058748345e-05,9.071101e-05
9.438137418957125e-05,9.210595e-05
9.249254718197677e-05,9.307291e-05
9.000127226862649e-05,9.279521e-05
8.98981958460006e-05,9.152663e-05
8.97695714484953e-05,9.048532e-05
9.565200067010416e-05,8.9695284e-05
0.0001138393526129,9.066016e-05
0.0001832673265389,9.576549e-05
0.0002125973745843,0.00011749842
0.00020900032504699996,0.0001458378
0.0002904317774949,0.00017202446
0.0002840631414234,0.00021281873
0.0003938112106941,0.0002481396
0.00043366981004520005,0.0002998186
0.0004950780065355,0.0003519035
0.0005262797948849,0.0004078013
0.0005146323432556,0.00045995784
0.000696373371989,0.0004975474
0.0008452708316071998,0.0005630724
0.0009063409379312001,0.00065044954
0.0012311893501505,0.00073718256
0.0017215057743164997,0.0008784027
0.0023283449207324,0.0011057414
0.0025761466223709,0.0014337419
0.0026103988581385,0.00176403
0.0026466621183618,0.0020418805
0.0026761721399147,0.0022732723
0.0026820624886535,0.0024526184
0.002994108514471,0.0025708922
0.0029249055229181,0.002727329
0.0030633581182656997,0.0028133101
0.0031106705605973,0.002893049
0.0030865668403888,0.0029532784
0.0030864317045224,0.0029796914
0.0030324497261187,0.0029859687
0.0030211342979927,0.0029576998
0.0029477843096284,0.0029157782
0.0031590138837205,0.0028518462
0.0031521798666505,0.0028713963
0.0029896337878913,0.0029113975
0.00283957717873,0.0028950619
0.0027800844343662,0.0027982637
0.0025041007237662,0.0026825336
0.002023548671001,0.0024964442
0.0014183454969135,0.00216798
0.0011697077312917,0.0016841817
0.0011554237900737,0.0012436287
0.0012079109629793,0.00096977165
0.0011964879956023,0.00084109994
0.0011912594938273,0.000816425
0.0008647164314837,0.00086276163
0.0008646234853218,0.000852412
0.0007199761322969,0.00083058974
0.0007040421664604,0.00075781456
0.0006249577262851,0.0006899482
0.0006850502958455,0.00062461646
0.0006307432255045,0.0005962282
0.0006026686044162,0.00057409593
0.0006010294130659,0.0005605307
0.0003536503823055,0.00055813335
0.0003556407236547,0.0004901389
0.0003368141768659,0.000425695
0.0003647081770726,0.0003631572
0.0003720659730858,0.00032685362
0.0003224954220215,0.0003094284
0.0003130086154582,0.00029550033
0.0003216645339272,0.0002889753
0.0003232222659415,0.00029381207
0.0003149875040431,0.00030031288
0.0002381406079015,0.0003028999
0.0002182340359434,0.00028321482
0.0002132840405109,0.00025398142
0.00020916835783530002,0.00022872376
0.00021042402875359997,0.00020886777
0.00019206563717870002,0.00019641891
0.0001592919031249,0.00018524399
0.0001589317104068,0.0001696464
9.720587774869812e-05,0.00015870912
0.00010193867827980001,0.00013829957
0.0001124833889706,0.0001235405
0.0001128309927264,0.000114208735
0.0001105290631264,0.00010690486
0.0001117791613689,0.00010194164
0.0002381006371246,9.9927856e-05
0.0002112616547567,0.00012898652
0.000202574350943,0.0001555649
0.0002075547048207,0.00017946512
0.0002070133449023,0.0001999364
0.00019462083003290003,0.00021450745
0.00019364466082610004,0.00021604926
0.000185669690298,0.00021200447
0.0001742466843494,0.00020303334
0.0001988220511047,0.00018970064
0.00019894520639380001,0.00018447517
0.0002324159579593,0.00018243745
0.00023447062561359998,0.00019544105
0.00024234027183929997,0.00020840153
0.0002458093984692,0.00022197011
0.0002458348674332,0.00023418135
0.0002658913340381,0.00024293555
0.0002658211575792,0.00025320717
0.0002589409391388,0.00026032203
0.0002593139629189,0.00026217167
0.0002596808203035,0.00026134166
0.0002826972182457,0.00026008722
0.0001564681264038,0.00026457902
0.0001558188072406,0.00023426172
0.0001583425675103,0.0002030395
0.0001502539559995,0.00017753233
0.0001768670920478,0.0001573288
0.0001864323196676,0.0001499488
0.000185818516501,0.00015058706
0.0002203695004037,0.00015539881
0.00022462735096009996,0.00017231885
0.0002104502846605,0.00019213046
0.0002191166113215,0.00020658634
0.0001888577071253,0.00021830198
0.0001855075822757,0.0002135376
0.0001822535035674,0.00020487598
0.00018348441036,0.00019441091
0.0001830988929222,0.0001848546
0.000163050397942,0.00017829234
0.0001610639782127,0.00016871825
0.000164885777077,0.00016100478
0.0001657646009535,0.00015770042
0.0001818896866849,0.00015646957
0.0001801064545559,0.00016080629
0.0001796248014456,0.00016566181
0.0001795247709377,0.00016948661
0.0001773203658938,0.00017285057
0.0001792391266811,0.00017483483
0.0001559497135996,0.00017650137
0.0001521589274955,0.00017060556
0.0001528852424246,0.00016240901
0.00011473005904760001,0.00015520555
0.0001102032242001,0.00013970504
0.00011129592185100002,0.00012607123
0.00010477030375299998,0.00011652711
0.00010133650744059999,0.00010845897
0.000101935335781,0.00010228896
9.663334512821456e-05,9.852744e-05
9.2983529787357e-05,9.5450356e-05
0.0002373785418859,9.320218e-05
0.0002472524816352,0.00012414857
0.0003479227884529,0.00015908478
0.0003757750000657,0.00021370414
0.00039544417896199995,0.00026898383
0.0003808205827383,0.00032236867
0.0003686917601882,0.0003637456
0.0003765353398616,0.00038850948
0.0003895253057483,0.00040026198
0.00039540318032899995,0.0004031309
0.0003991051672385,0.0003993098
0.000397052984581,0.00039321842
0.0004090359684828,0.0003915958
0.00044689412159449997,0.0003937705
0.00045022600526749995,0.00040858975
0.00047904226915909995,0.00042364787
0.0004882049347749999,0.00044367352
0.0004841967759464,0.00046241138
0.0004893020977366,0.00047507038
0.000500788647504,0.00048390473
0.0005243732654034,0.0004912806
0.000553300129671,0.00050168583
0.00042235772282800003,0.00051761814
0.00042899232467569996,0.00049365725
0.0003243971963104,0.000467486
0.000296991828307,0.00041303397
0.0003081215226018,0.00035555323
0.0003068210350932,0.00031293882
0.0002997848538965,0.00028471046
0.0002956696917537,0.00026875891
0.0002840195678977,0.00026326175
0.0002946017098908,0.00026181113
0.0002889287766829,0.0002677487
0.0002883028117309,0.0002743131
0.0002707445961224,0.0002772123
0.0002321957437359,0.00027475748
0.0002445735930087,0.00025923495
0.0002171689883744,0.0002475634
0.0002664663744262,0.00023145985
0.0002817479068821,0.00023199456
0.0003052883134801,0.00024049125
0.0002941665550291,0.00025750135
0.0002801801142731,0.000271951
0.0003305893847562,0.00028054646
0.0003394835890818,0.00029886083
0.0003230290357951,0.00031646973
0.000346656365907,0.0003245318
0.000351500854216,0.00033352815
0.0003442121141609,0.00034104072
0.0003443154591676,0.00034353958
0.0003430207922121,0.00034500548
0.000340857786639,0.0003441509
0.0003396084235867,0.000341634
0.0003228770578565,0.00033818252
0.0003247226313223,0.00032994457
0.0003266450231424,0.00032388125
0.000326486803803,0.0003198833
0.0003341494964278,0.00031700847
0.0003188379913574,0.00031817588
0.0003187160825797,0.00031614813
0.0002493376051982,0.00031424497
0.0002393868851357,0.00029333803
0.0002120304865003,0.0002697873
0.0002118640779537,0.00024153588
0.0001981751945361,0.00021858189
0.00011793679431190002,0.00019875934
9.562765712572524e-05,0.00016714296
0.00011899386767120002,0.00013997746
9.51791047129619e-05,0.00012408708
8.288750877200062e-05,0.000109826404
5.8674144090004645e-05,9.8207165e-05
6.0495502664591784e-05,8.7125685e-05
5.681043214012585e-05,7.910112e-05
5.5930856640669887e-05,7.3208415e-05
5.607060018744702e-05,6.907945e-05
5.525169465055834e-05,6.67095e-05
5.339398406553253e-05,6.541128e-05
5.360451509880328e-05,6.369951e-05
5.3675679857688975e-05,6.247014e-05
4.835496242243074e-05,6.213063e-05
4.801328410278187e-05,6.122628e-05
4.6460567882332195e-05,6.056261e-05
4.594231627027574e-05,5.972711e-05
5.2174147106509664e-05,5.9045582e-05
5.3233904317578974e-05,5.938179e-05
6.207492101423588e-05,5.9803184e-05
8.669638815121772e-05,6.150051e-05
9.186405914090309e-05,6.7267916e-05
0.0001042457738278,7.337151e-05
8.115021157759299e-05,8.164438e-05
8.194043500053161e-05,8.362609e-05
8.349491726124138e-05,8.5026266e-05
8.578380283401838e-05,8.6182175e-05
9.130527325731766e-05,8.707535e-05
0.0001102054733779,8.8280336e-05
0.0001110791066393,9.318534e-05
0.0001115609516553,9.7267395e-05
0.00011112346677769999,0.000100863974
0.0001113238022292,0.000104534694
0.0001494553108107,0.00010775857
0.0001504925128863,0.00012060139
0.0001690156550895,0.00013135186
0.0001935008081359,0.00014508293
0.0002014940596279,0.00016286464
0.0002029583093023,0.00018000447
0.00019480539911730002,0.00019399832
0.0001924538181795,0.00020202505
0.0001831000630497,0.00020451499
0.00015892384527,0.00020051363
0.0001543043543483,0.00018705998
0.0001422630364372,0.00017175269
0.0001421519429824,0.0001566137
0.0001425486873034,0.00014465059
0.0001428751663101,0.000137017
0.0001420117102821,0.0001331788
0.0001354468919455,0.00013161518
0.0001477944646567,0.00013008321
0.00014633289579,0.0001328341
0.0001483192049863,0.00013588835
0.0001992877369652,0.0001393053
0.0002022086472896,0.00015543475
0.00019675438726710003,0.00017193373
0.00020788885282870003,0.00018458375
0.00022365267767189998,0.00019697049
0.00020873631744689999,0.00021014707
0.00021700222600989997,0.00021569338
0.000245482530201,0.00021939559
0.0003226921766622,0.00022772877
0.0003226911328207,0.00025367018
0.0003518465928051,0.00027841792
0.0003532250579577,0.00030708098
0.0003602399448066,0.00033353115
0.0003622608651836,0.00035391093
0.0003635894161497,0.00036628766
0.0003991071894768001,0.0003719244
0.00039971878682220003,0.00038168902
0.0004132687723734,0.00038798834
0.00041204714066990007,0.00039614266
0.0003912699108824,0.0004025307
0.0003911704867274999,0.00040226095
0.0004004475277897,0.000398698
0.0003479732776633,0.00039658314
0.0003461185378086,0.0003791296
0.0003217928402152,0.0003614844
0.0003227871250391,0.00033997453
0.0002989302772656,0.00032298022
0.0002904479286406,0.00030525337
0.0002740203521691,0.00028992692
0.0002452803173655,0.00027542512
0.000164911658869,0.00025776483
0.0001662857699118,0.00022228679
0.0001403159434267,0.00019305709
0.000150254866223,0.0001663977
0.0001498970799492,0.00014850943
0.0001476411401436,0.00013706226
0.000152605508932,0.00013025705
0.00012096218668820001,0.00012943237
0.0001186949149189,0.00012425671
0.000112554701745,0.00012097001
0.0001164240705051,0.000117564865
0.000105702484078,0.00011525343
0.00010915987906180001,0.00010959241
