SPX_ST_True_test,SPX_ST_5_pred
0.0001913606248198,0.00017203843
0.0001614102285588,0.00017084471
0.0001517171118142,0.00016331837
0.0001516088537087,0.00015092369
0.0001348104927239,0.00014178011
0.0001350422496494,0.00013049194
0.0001303206419784,0.00012228558
0.0001188708763034,0.00011612999
8.707564543818081e-05,0.00010931608
8.598842734477807e-05,9.653118e-05
7.473298217276113e-05,8.649202e-05
6.696731847597752e-05,7.569126e-05
6.670031795255749e-05,6.580549e-05
6.29569020453762e-05,6.0254417e-05
6.671615513967798e-05,5.6105127e-05
4.208997749371843e-05,5.686731e-05
3.529021268145473e-05,5.0245675e-05
3.73480270137905e-05,4.4669665e-05
3.461704748268069e-05,4.1798212e-05
3.294374874750023e-05,3.7872345e-05
4.669886363275383e-05,3.980471e-05
4.777450151875485e-05,5.2582636e-05
5.135390350104957e-05,5.084057e-05
4.6674866562452506e-05,5.2996977e-05
5.6028099464593374e-05,5.2060524e-05
6.043883996129246e-05,6.3723484e-05
6.268022802900462e-05,6.2009625e-05
6.692821695124268e-05,6.0022594e-05
6.691263678658223e-05,6.1405946e-05
7.135874065046017e-05,6.0779836e-05
7.009768235275342e-05,6.195941e-05
7.047307082548717e-05,6.1138155e-05
7.096799064381633e-05,5.985988e-05
7.302876554627991e-05,6.008417e-05
7.181349661277072e-05,6.0169845e-05
7.20744535148231e-05,6.0018036e-05
6.836048070435951e-05,5.890724e-05
6.819113957691574e-05,5.7191188e-05
6.84490814882227e-05,5.6024153e-05
6.653938123182825e-05,5.519582e-05
6.614926818222987e-05,5.40228e-05
5.988269945640776e-05,5.288076e-05
4.81791745354777e-05,5.152551e-05
4.5422562430509344e-05,4.8676357e-05
3.7062978386048006e-05,4.440465e-05
3.645276687451669e-05,4.0020226e-05
2.708526082416709e-05,3.6364578e-05
2.256429434034696e-05,3.2843192e-05
2.112456614146554e-05,3.0377816e-05
1.527586239098702e-05,2.8766302e-05
1.531807859937453e-05,2.7186816e-05
1.0716541667903087e-05,2.6020989e-05
1.204380434361528e-05,2.5183845e-05
1.174940142716932e-05,2.526614e-05
1.1459559403752068e-05,2.4772473e-05
1.0592463994397174e-05,2.4595016e-05
1.0453730157910114e-05,2.4888632e-05
1.0150898997745495e-05,2.4879027e-05
1.153243929999473e-05,2.4564944e-05
1.0986778936731872e-05,2.4964209e-05
1.029309674611806e-05,2.464986e-05
1.1517232334342432e-05,2.4506788e-05
1.553950988638345e-05,2.5039904e-05
