RTY_LSTM_True_test,RTY_LSTM_11_pred
0.0001441317061766,0.000121689285
0.0001407504439827,0.00012558082
0.0001394173845442,0.00012812534
0.0001392621456138,0.00012958325
0.0001419683753888,0.0001305905
0.0001387895610766,0.00013176036
0.0001741761778933,0.00013209858
0.0001598087713447,0.00013829656
0.0001598208998149,0.00014140605
0.0001438765970399,0.00014394659
0.0001455728046585,0.00014322124
0.0001452912523753,0.00014258204
0.0001453758114824,0.00014177513
0.00010749881106749999,0.00014101119
0.0001013940704732,0.00013413363
0.0001028374904323,0.0001270764
0.0001070254871075,0.00012117991
0.0001002772107391,0.00011683369
9.94523011204017e-05,0.00011204833
9.44917411255409e-05,0.00010818473
9.883894109644078e-05,0.000104423234
8.688657651955602e-05,0.0001021083
8.199890793797079e-05,9.87499e-05
9.499074403132196e-05,9.5457755e-05
9.8225839351e-05,9.444431e-05
9.823299213701548e-05,9.456326e-05
9.725880915430919e-05,9.476562e-05
9.634620713771452e-05,9.484118e-05
6.0496723068140246e-05,9.4793475e-05
6.552298610741919e-05,9.0544316e-05
6.551302809300277e-05,8.753928e-05
6.167718170837162e-05,8.505116e-05
6.050281327157387e-05,8.2476654e-05
6.217119452573046e-05,8.025938e-05
6.388513975835145e-05,7.8552184e-05
5.926789361818049e-05,7.7079174e-05
5.923296028679495e-05,7.532984e-05
5.716853028953676e-05,7.3917145e-05
5.220878750211998e-05,7.2625524e-05
5.196719572640025e-05,7.11477e-05
5.3372973506427994e-05,7.0369126e-05
6.036129954018368e-05,6.976628e-05
6.076897030494668e-05,6.995363e-05
6.290106664621429e-05,7.020948e-05
6.545369601752554e-05,7.0665476e-05
5.5506024388290006e-05,7.1307244e-05
5.27643727911426e-05,7.082745e-05
6.258193589052543e-05,7.024349e-05
6.397566443020795e-05,7.0743685e-05
9.90093163355092e-05,7.135556e-05
0.0001055392770171,7.589795e-05
0.0001003741906862,8.0715996e-05
0.0001216017605433,8.4201725e-05
0.0001271028590015,9.030989e-05
0.0001307827986059,9.660252e-05
0.0001362416432321,0.000102820224
0.0001652702918992,0.000109226785
0.0001652954758704,0.00011984962
0.0001871542167322,0.00012897012
0.0001929137201901,0.00014033905
0.0001933062679488,0.0001510867
0.0001967881193417,0.00015989268
0.0001947309057694,0.00016762098
0.0002190490648571,0.00017335314
0.0002200417360733,0.0001819586
0.0002204610058126,0.00018929955
0.00022692799324000002,0.00019521145
0.0002389850295977,0.00020091223
0.00023669056386149998,0.00020758905
0.0002343582338474,0.00021271312
0.00023399890379559998,0.00021632887
0.0002106996375175,0.0002189364
0.0002048203164699,0.00021647866
0.00021119882900830003,0.0002124437
0.000196375607849,0.00020962392
0.0002075278673792,0.00020430767
0.00020279156981229998,0.00020167253
0.0001955717855649,0.00019877701
0.0001646609240766,0.00019518283
0.0001671579957486,0.00018668866
0.0001456734652034,0.00017976439
0.0001412501492386,0.00017030917
0.0001401516282169,0.0001615099
0.0001368024730666,0.00015413729
0.0001495427679416,0.00014761862
0.00011766550939139998,0.00014438729
0.00011664048179339998,0.00013707383
0.0001170569261577,0.0001307923
0.0001078121651296,0.00012580548
0.00010949101100449999,0.00012049134
0.0001129714272313,0.00011669618
0.00010623634618599998,0.000114141236
0.0001055575926195,0.000111330024
9.30757546416048e-05,0.00010899695
0.000104009439127,0.0001054377
9.923548215595056e-05,0.00010401441
9.427043847915232e-05,0.00010215485
9.50543667169964e-05,0.00010032529
9.492392194329864e-05,9.893417e-05
0.0001030977967852,9.775386e-05
0.0001034619110892,9.8015e-05
0.00010747562588580001,9.831245e-05
0.00010461790799829998,9.9184006e-05
0.00010740310719399999,9.967462e-05
0.0001070366505316,0.0001005545
0.00010686727469109999,0.00010140161
9.429488627812886e-05,0.00010201187
9.240632706974836e-05,0.000100815625
8.719511563637002e-05,9.953237e-05
8.241057934080621e-05,9.767965e-05
8.318204763787686e-05,9.542669e-05
6.887991506707779e-05,9.349407e-05
7.400687824323945e-05,9.015725e-05
7.33889894879345e-05,8.784759e-05
6.970771895758067e-05,8.585919e-05
7.329399051732354e-05,8.375729e-05
6.173639761593881e-05,8.240942e-05
6.010769712238173e-05,8.010349e-05
6.015068466721321e-05,7.817487e-05
4.293673101864588e-05,7.658849e-05
4.4451810826700085e-05,7.362023e-05
3.648909046408679e-05,7.134106e-05
3.644761896418301e-05,6.8645015e-05
3.06355917316727e-05,6.653699e-05
3.034365366191889e-05,6.411508e-05
2.727077176933211e-05,6.2056715e-05
2.8763060274976937e-05,6.008789e-05
2.8868490511548404e-05,5.854578e-05
4.416205929736389e-05,5.7413352e-05
4.291758350820337e-05,5.794213e-05
4.132232828629465e-05,5.8290596e-05
4.35878387524226e-05,5.8681628e-05
4.878553975035932e-05,5.924534e-05
4.617341325982632e-05,6.032903e-05
3.931910106838851e-05,6.1023642e-05
3.917427410635524e-05,6.1081875e-05
4.431038417499303e-05,6.113715e-05
4.124246366231133e-05,6.167821e-05
4.121515327099989e-05,6.178121e-05
4.12340234313513e-05,6.1847604e-05
4.160563701277655e-05,6.170851e-05
4.269308591557165e-05,6.1627565e-05
4.236217158477906e-05,6.16735e-05
4.247855071967515e-05,6.164962e-05
4.216137407338265e-05,6.159434e-05
4.147658239554236e-05,6.156568e-05
4.134267182567228e-05,6.155763e-05
4.00639115086102e-05,6.1537685e-05
3.855193441266168e-05,6.134103e-05
3.867699650254179e-05,6.107181e-05
2.505970002343577e-05,6.085486e-05
2.5790512016694758e-05,5.9384918e-05
2.507435509439469e-05,5.8224974e-05
2.2909052586062028e-05,5.71436e-05
1.8083661419051496e-05,5.602349e-05
1.7270391128636453e-05,5.4622233e-05
1.6269558225548986e-05,5.3361895e-05
1.6421692964656578e-05,5.2211995e-05
1.1181193626615518e-05,5.1257844e-05
1.178055546834404e-05,4.9990536e-05
1.3495796219099644e-05,4.902665e-05
1.3742661700411268e-05,4.8392107e-05
1.2236946151235492e-05,4.8035865e-05
1.7088337461957107e-05,4.7596634e-05
1.665031250935765e-05,4.7694597e-05
1.991150615650777e-05,4.7761947e-05
1.9988022781210243e-05,4.818158e-05
1.993044852787156e-05,4.8552123e-05
2.7996452525491147e-05,4.8882623e-05
3.2612593912938725e-05,4.9912927e-05
3.639034005259304e-05,5.1257273e-05
3.707876050569835e-05,5.27394e-05
3.517988089152417e-05,5.403887e-05
5.181817721855432e-05,5.4963544e-05
5.843538013015352e-05,5.7339974e-05
6.873465656897858e-05,5.990062e-05
7.713550460084994e-05,6.315512e-05
7.755382071424176e-05,6.681133e-05
8.369272912777797e-05,7.006003e-05
8.542591679246612e-05,7.35769e-05
8.682398362671124e-05,7.670307e-05
8.733512939254232e-05,7.949949e-05
8.578603584634835e-05,8.195204e-05
8.622246389965047e-05,8.385108e-05
8.610116932033825e-05,8.5515036e-05
8.141559200621025e-05,8.6614076e-05
8.065448118727287e-05,8.682094e-05
8.174925607143338e-05,8.670102e-05
0.00011988495525469999,8.656547e-05
0.0001663547648834,9.150047e-05
0.000162064323216,0.00010320068
0.0002032430494893,0.00011306654
0.0002032545920279,0.00012905237
0.0002483322326036,0.00014369577
0.0002612628596996,0.0001648972
