NDX_S_True_test,NDX_S_11_pred
0.0001861026903111,0.00018484319
0.000162750263751,0.00017499382
0.0001283070130483,0.00016283143
0.000128368050803,0.00014657529
0.0001146216012343,0.00013374901
0.00010283770633970002,0.00012079288
0.00010651425292829998,0.00010865593
0.0001020909627831,0.000105356594
0.00011083340815989999,9.797011e-05
7.783486575920829e-05,0.00010271986
6.63782275221422e-05,9.460949e-05
7.326121700163391e-05,8.322739e-05
7.481194055834604e-05,8.096893e-05
6.573307509337931e-05,7.661258e-05
7.835077202950426e-05,7.264956e-05
8.009966804672885e-05,8.127381e-05
8.097786079082789e-05,8.073441e-05
7.012013242983192e-05,8.382664e-05
7.895137419007348e-05,7.7179066e-05
8.48063957119681e-05,8.405701e-05
8.66141041302931e-05,8.40412e-05
9.21328510426102e-05,8.140507e-05
9.20075688109207e-05,8.5581254e-05
9.830978848977279e-05,8.269508e-05
9.636771162574669e-05,8.687473e-05
9.641576903140222e-05,8.528974e-05
0.0001001325781076,8.3723746e-05
0.0001036896628707,8.669433e-05
0.00010167062543909999,8.8278684e-05
0.0001017112527513,8.9854606e-05
9.590140522801137e-05,8.77743e-05
9.325272073591888e-05,8.712048e-05
9.503744018648433e-05,8.4944935e-05
9.254452457159932e-05,8.4975865e-05
9.003492823901247e-05,8.480838e-05
8.708429978682104e-05,8.122553e-05
7.608304481397559e-05,7.776558e-05
7.056004334718594e-05,7.465425e-05
6.0885587602594e-05,6.983864e-05
6.137808261304922e-05,6.408785e-05
5.209193027161504e-05,6.0347134e-05
4.5487952605402465e-05,5.6044413e-05
4.426856261817051e-05,5.2182753e-05
3.5941418920602994e-05,4.9320264e-05
3.6305335004405576e-05,4.632061e-05
2.944321163578996e-05,4.4239114e-05
2.9989172706273392e-05,4.2190375e-05
2.9730851940366477e-05,4.1006053e-05
2.597293847557011e-05,3.9917533e-05
2.5714540998682516e-05,3.891167e-05
2.322579613665924e-05,3.8855615e-05
2.3212961011381527e-05,3.8119797e-05
2.4433612551109802e-05,3.749958e-05
2.2506955203069885e-05,3.867209e-05
2.0700406636493315e-05,3.76684e-05
1.834086700116318e-05,3.737875e-05
2.522172606539885e-05,3.7247355e-05
2.7578582692093645e-05,4.0793988e-05
2.6789827826021966e-05,4.103793e-05
2.6479247030479526e-05,3.9605708e-05
3.037102469621842e-05,3.8430015e-05
3.0643349752405644e-05,3.984167e-05
3.076270423319142e-05,3.967501e-05
3.182114800308272e-05,3.8979342e-05
3.274129220379834e-05,3.8879465e-05
3.280754608627759e-05,3.920673e-05
3.535713635737922e-05,3.8930717e-05
3.52280109562539e-05,3.9886316e-05
3.4236416436322995e-05,3.958634e-05
3.553060890017051e-05,3.939026e-05
3.5720247201583426e-05,3.9646664e-05
3.2406094312997016e-05,3.9636823e-05
