SPX_ST_True_test,SPX_ST_11_pred
0.0001797924402196,0.00018326873
0.0001735660619507,0.00017188479
0.000175079152974,0.00016464136
0.0001789967251902,0.00017033133
0.0001830026712985,0.00017121117
0.0001848113264152,0.0001704509
0.000179285058791,0.0001682387
0.0001790699067699,0.00017832326
0.0001814419979914,0.0001666127
0.0001816638895986,0.00016834094
0.0001903846281883,0.0001619761
0.000171513396122,0.00017211118
0.0001707092006873,0.00016274952
0.00011947608240159998,0.00015462172
0.00011467084648759998,0.00014238492
0.0001097814313425,0.00013354083
0.0001031234265412,0.00011914838
9.036233389091938e-05,0.00010879386
7.083613397742847e-05,0.000101136
5.724588219576695e-05,8.9475005e-05
6.173825410171323e-05,7.6372635e-05
5.727807063240365e-05,7.663089e-05
5.738499442760164e-05,6.726032e-05
5.635568147161796e-05,6.063068e-05
5.684221417371561e-05,5.8936086e-05
4.999407724817363e-05,6.1705476e-05
4.6622326010950585e-05,5.388299e-05
4.578084967671481e-05,4.9675244e-05
3.892063805091992e-05,4.8357615e-05
3.923532603175616e-05,4.664661e-05
3.606499704410665e-05,4.3744745e-05
3.550737147861194e-05,3.95217e-05
2.9305489170973847e-05,3.7262475e-05
2.890291895311453e-05,3.753654e-05
2.88746162976412e-05,3.627494e-05
2.602916847982708e-05,3.3612e-05
3.47340419493344e-05,3.3119955e-05
3.6025620942328664e-05,5.3325824e-05
3.576375813999435e-05,4.6718098e-05
4.306970867407148e-05,4.213804e-05
4.25664056752932e-05,4.9503138e-05
4.529487406351285e-05,4.509159e-05
4.076415498133074e-05,4.895981e-05
4.042985180734245e-05,4.329484e-05
4.139632062953076e-05,4.0204362e-05
4.3551884367296907e-05,4.1392923e-05
4.031963040703784e-05,4.6667912e-05
4.688819977258492e-05,4.5081313e-05
4.601458410555582e-05,5.110211e-05
4.594957717815398e-05,4.5817895e-05
4.469973647545368e-05,4.5328306e-05
4.47169133407172e-05,4.254026e-05
7.721806741932477e-05,4.164593e-05
8.047531470499379e-05,0.00010989984
9.478214284966146e-05,9.4155206e-05
0.0001049659400093,0.00013585683
0.0001122595839589,0.00012692371
0.0001112297343784,0.00012122854
0.0001040111946667,0.00010751192
0.000102358504178,0.00010655014
0.0001026747103345,0.00010082906
9.468503220077469e-05,9.902334e-05
9.408615722349134e-05,9.498184e-05
9.135532240229855e-05,9.1214075e-05
9.174076168299048e-05,8.691315e-05
9.191082349783192e-05,8.47454e-05
9.076709580782822e-05,8.2770566e-05
8.904871716171905e-05,8.0742815e-05
8.736811307459646e-05,8.1232494e-05
8.374244758818516e-05,7.936271e-05
8.371006969815005e-05,8.1813094e-05
8.757297360785214e-05,7.741116e-05
0.0001146749249919,8.044797e-05
0.0001149767310221,0.00012001861
0.0001038760336457,0.00011485301
0.00010420596766789999,0.00012868232
9.68334879173082e-05,0.00012379015
9.432823371311629e-05,0.00012609735
0.00010365538206240001,0.00012781272
0.0001049165980305,0.00012935376
0.0001103684479243,0.00012080769
0.00011175777518890002,0.000120790224
0.00011504597010769999,0.0001142646
0.0001148072596371,0.0001139918
0.00011624838929990002,0.00011017611
0.0001164461951166,0.000109087676
0.00011626806768579999,0.000106594205
0.0001258692850358,0.000104492625
0.0001257090029023,0.00011816689
0.0001260255490308,0.000115175484
0.0001282787493692,0.0001148738
0.0001267719943745,0.000117409785
0.000127823788903,0.00011770897
0.0001345305922713,0.00011650498
0.0001075895649126,0.00012388993
0.00010783304952020002,0.00011447034
8.674965168709927e-05,0.00011007479
8.756193821166213e-05,0.00010175133
8.397141397209438e-05,9.73556e-05
7.668438613840329e-05,9.374333e-05
6.0133973932722205e-05,8.748513e-05
5.892163387456489e-05,7.793609e-05
5.104965662012834e-05,7.1001225e-05
4.9836677080715606e-05,6.466772e-05
4.52768403711861e-05,5.854191e-05
4.6971435049260405e-05,5.29805e-05
4.895376998804585e-05,5.1413273e-05
4.880890959826183e-05,5.1834002e-05
5.1053933295544364e-05,4.8803722e-05
4.520425318311839e-05,5.0314684e-05
4.702175076945388e-05,5.111376e-05
5.093685202690474e-05,5.013809e-05
5.103154714911242e-05,5.460705e-05
4.970417913459748e-05,5.4082277e-05
4.911732394933389e-05,4.9999737e-05
3.804080061724804e-05,4.8004058e-05
3.850444916903276e-05,4.4894492e-05
4.17021026441071e-05,4.351649e-05
4.1350888978697054e-05,4.5954734e-05
3.991444812777032e-05,4.313127e-05
3.405022628485224e-05,4.5010554e-05
3.518136124054015e-05,4.0941737e-05
3.6574180712612286e-05,4.0443585e-05
4.2527481693999705e-05,3.9874478e-05
4.513035292048602e-05,4.615612e-05
6.474866891843178e-05,4.9709506e-05
7.171369517861545e-05,7.831944e-05
7.925487991561088e-05,7.214076e-05
7.602304241394818e-05,7.5306045e-05
7.882008911436786e-05,7.169608e-05
7.65754446700837e-05,7.6844386e-05
7.740116577187988e-05,7.389335e-05
7.559265130542787e-05,7.435425e-05
7.347664634557548e-05,7.144158e-05
7.090668082405471e-05,7.1862894e-05
7.093784034705267e-05,6.984483e-05
7.048067095488557e-05,6.687177e-05
7.003681998127425e-05,6.5317545e-05
6.929131662986516e-05,6.36185e-05
6.506829765849203e-05,6.2221414e-05
6.566567100657463e-05,5.9704587e-05
6.550148147270503e-05,5.9748447e-05
6.559141124255339e-05,5.9506227e-05
6.353340095912398e-05,5.875272e-05
6.219772921052154e-05,5.67449e-05
5.6956719962917925e-05,5.5556364e-05
5.33394540870943e-05,5.3371852e-05
3.337040079148806e-05,5.116771e-05
2.6906676291236215e-05,4.5635843e-05
1.925829512364003e-05,4.1644314e-05
1.903634830973182e-05,4.0065308e-05
2.463292652713759e-05,3.5570083e-05
3.171524530832133e-05,4.337264e-05
2.77434582863122e-05,4.463401e-05
2.7911995176569103e-05,3.8352995e-05
2.523552815884321e-05,3.434346e-05
2.525976284141598e-05,3.295241e-05
2.519173252045532e-05,3.1267893e-05
2.5167266860080987e-05,3.0178015e-05
2.5158833988624e-05,2.9636245e-05
2.586119843304871e-05,2.9246434e-05
2.740470364935838e-05,2.9872333e-05
2.740191057624144e-05,3.1293115e-05
2.460888153143567e-05,3.1068055e-05
2.870510414228155e-05,3.0125764e-05
3.299028741008127e-05,3.5578312e-05
3.2992694148329215e-05,3.758811e-05
3.3320592841414394e-05,3.3997836e-05
3.3283931474309346e-05,3.425595e-05
3.414996910065178e-05,3.2435648e-05
3.68259455957776e-05,3.3412394e-05
4.740001620795093e-05,3.79523e-05
5.622156381398845e-05,5.7834077e-05
4.949483176626632e-05,5.864262e-05
4.215672669960775e-05,5.0286377e-05
4.454272239386855e-05,4.2419182e-05
4.436895105631547e-05,4.3995984e-05
4.492368237344578e-05,4.0350827e-05
4.4771198190757705e-05,4.1968182e-05
4.506519440617666e-05,3.975391e-05
4.696565966300058e-05,3.9251187e-05
4.731284505343266e-05,4.2367727e-05
4.88928506370445e-05,4.1278683e-05
4.850177017564347e-05,4.2946544e-05
4.908584028820276e-05,4.3963642e-05
4.893868374229618e-05,4.30925e-05
4.494904513508513e-05,4.122023e-05
4.066744334905818e-05,4.0219653e-05
4.068582406954559e-05,3.8387847e-05
3.977872579706819e-05,3.7457532e-05
3.979613136527967e-05,3.6710313e-05
3.901375350452873e-05,3.592557e-05
3.895031001765966e-05,3.544357e-05
3.36416353393573e-05,3.9587292e-05
2.4775038518628492e-05,4.710666e-05
2.5441601054957927e-05,3.7178295e-05
2.78764057175022e-05,3.6080644e-05
2.472563303557966e-05,3.5730394e-05
2.481239629561205e-05,3.200554e-05
2.504591249826548e-05,3.0456888e-05
2.7618150266094004e-05,3.248682e-05
2.7708112372262184e-05,3.195295e-05
2.6104608086691484e-05,3.0815085e-05
2.5806055954762094e-05,3.0228679e-05
2.3645630795808516e-05,2.944209e-05
2.2561836231858247e-05,2.8809978e-05
2.222943565560135e-05,2.837183e-05
2.239735567456096e-05,2.8952356e-05
2.34437003576305e-05,2.8660092e-05
2.6331108779179097e-05,2.9863148e-05
2.637403670027864e-05,3.3562836e-05
2.7607533496197325e-05,3.1289317e-05
3.0727061132005395e-05,3.3077584e-05
3.07408295008421e-05,3.261206e-05
3.1260672633677525e-05,3.1978903e-05
3.703773773597512e-05,3.660749e-05
3.703416373006039e-05,5.4662658e-05
3.914241924240524e-05,4.540874e-05
4.365446568002412e-05,4.1993826e-05
4.377279457324748e-05,4.191897e-05
4.390346628469478e-05,3.8925195e-05
5.90020818576604e-05,3.878341e-05
5.677342673865834e-05,6.509265e-05
6.059358708294203e-05,5.591587e-05
6.81012183618901e-05,6.474641e-05
7.331679400554145e-05,6.213907e-05
8.020735251076475e-05,7.4087235e-05
8.163408539409133e-05,7.1242495e-05
8.487737843362089e-05,6.8207475e-05
8.46955199338655e-05,6.879464e-05
8.484060236701496e-05,6.917734e-05
8.202665316693866e-05,7.3441515e-05
8.259720932826522e-05,7.25097e-05
9.426835203461617e-05,7.067645e-05
9.370544103518871e-05,7.8221936e-05
9.408149862904572e-05,7.7948265e-05
9.231353542977282e-05,7.7207966e-05
7.981758278375792e-05,7.729233e-05
7.985901671820535e-05,7.3852476e-05
7.566581231036302e-05,7.125787e-05
6.92808791229529e-05,6.863601e-05
6.915536102027193e-05,6.511741e-05
7.065298830918392e-05,6.241592e-05
5.603268454906243e-05,6.256991e-05
5.5608133507364384e-05,5.9746657e-05
5.140682163166682e-05,5.4507298e-05
4.36174599398602e-05,5.0338484e-05
3.870096297390263e-05,4.6080328e-05
3.171091474351549e-05,4.2637206e-05
3.0161381146098496e-05,3.8883867e-05
2.6273995593380524e-05,3.603429e-05
2.8144846508788024e-05,3.348788e-05
3.239643167488033e-05,3.3002434e-05
3.259550112243633e-05,3.629246e-05
3.255551233218858e-05,3.3428034e-05
1.974077124979392e-05,3.264288e-05
1.7279191276192254e-05,3.060383e-05
1.7767514303970957e-05,2.9104116e-05
1.5965227078133058e-05,2.8837509e-05
1.621953333872491e-05,2.7772965e-05
1.7100592132902927e-05,2.7464725e-05
1.679765167158152e-05,2.7932525e-05
1.6266670044759612e-05,2.7003629e-05
4.068034697512974e-05,2.6417572e-05
4.559963474070764e-05,4.8760874e-05
5.932818348586697e-05,4.3628777e-05
6.47795455109277e-05,6.474802e-05
7.419944007462984e-05,6.7738576e-05
7.676703217633512e-05,6.2990104e-05
8.333564288013267e-05,6.6216046e-05
0.00010227951328420002,6.5902634e-05
0.0001026946106607,7.962647e-05
0.00010463670120570001,7.719701e-05
0.0001066307532878,8.342e-05
0.0001049999813598,8.514076e-05
0.0001071789646484,9.207585e-05
0.000118026436537,9.5829855e-05
0.0001211505821294,0.00010080951
0.0001251895057347,0.00010580655
0.0001290167110025,0.000113075555
0.0001438957446782,0.000121367906
0.0001481644253858,0.00012500852
0.0001487624702523,0.00012235384
0.0001561849450225,0.000120689634
0.0001562936707093,0.00012658225
0.0001318750324647,0.0001263649
0.0001260256768663,0.00012077208
0.00011082141806879999,0.00011713622
0.00010594045198359998,0.00011086947
9.6779843172811e-05,0.000104367595
0.0001145635339879,9.720347e-05
0.00010782156807770002,0.00012004602
8.95625731289537e-05,0.00010610585
8.920043053770393e-05,9.748048e-05
9.047384239065208e-05,8.97459e-05
8.691440946042981e-05,8.562893e-05
9.213088378435797e-05,8.0501035e-05
8.968849600332721e-05,9.1066286e-05
9.16582662381262e-05,8.369013e-05
9.146420953316708e-05,0.000101339545
9.16072499580714e-05,0.000100528916
0.0001005309298018,0.00010278874
8.675570371004959e-05,0.00012306539
8.56238156034278e-05,0.00010136289
8.433386512679523e-05,0.00010377996
7.693553150991198e-05,9.057642e-05
0.0001112935808623,8.425089e-05
0.0001321382718508,0.00010057109
0.0001351095622631,0.000109059765
0.0001397572710699,0.00010737745
0.0001603100163723,0.0001093206
0.0001628881413685,0.00014944229
0.0001426106872857,0.00014242133
0.000147056728672,0.00013630255
0.0001569753137729,0.00013259027
0.0001694938043587,0.0001362601
0.000178030015499,0.00015529542
0.0001777216664503,0.00017508237
0.0001824379141735,0.00016930811
0.00018276845169340003,0.0001689658
0.0001863392335242,0.00016389503
0.0001844180405978,0.00018389012
0.0001832939404979,0.00018063486
0.0001823542316781,0.00018135014
0.0001929448067093,0.0001941077
0.0002110679879249,0.0001891525
0.0002111642453688,0.00019497208
0.0002218915633401,0.00019076996
0.00020368459946840003,0.00020360386
0.00018345372549739998,0.00020084096
0.00018118207368129997,0.00019056573
0.0002061807797936,0.00018492821
0.00018578384973509999,0.00022152474
0.0002176932515783,0.00021000166
0.00021775820353809997,0.00021580413
0.0002174448967178,0.00020979313
0.0002072626253054,0.00021478889
0.00022019227630589998,0.00020965547
0.0002317942748653,0.00021135584
0.00023850835851560003,0.00021663986
0.0002307595934997,0.00021443256
0.0002304198131882,0.00021075872
0.0002177614162678,0.00020528615
0.0002247117880327,0.00020020206
0.00022811031953750004,0.000204385
0.00021547434621730003,0.00020326604
0.0002044629078169,0.00019616574
0.00018706520094609997,0.00018858684
0.00019011889647830004,0.00018117517
0.0001942283238346,0.00017642889
0.0001780704726381,0.0001836149
0.0001789897487403,0.00017302275
0.0001872453003153,0.00016630277
0.0001639783989091,0.00017130922
0.0001632668125164,0.00016792351
0.000129503946502,0.0001584494
0.0001450965270205,0.00014494314
0.0001421420687046,0.00015173484
0.0001447683218428,0.00014391127
0.0001276502630194,0.00013898828
0.00010410445872309998,0.00013842294
0.0001081704863093,0.00012397331
0.0001019894311716,0.0001188768
0.0001111117958815,0.000109248016
0.0001365622851851,0.00011511383
0.0001307827276059,0.00015197352
0.0001524890717423,0.00014045787
0.000153897924379,0.00018282924
0.000187232674921,0.00016768876
0.0002288427706296,0.00018076996
0.00023028479520200004,0.00026307427
0.0002187319341747,0.00024364288
0.0002649898855722,0.00022853872
0.000309290998282,0.0002513632
0.0002996375056398,0.00032935172
0.0003261828133695,0.00031361257
0.0003289192166641,0.00037534194
0.0003329846180351,0.00034560837
0.0003179310676235,0.00035398963
0.0003512606707869,0.0003340672
0.0003482105008603,0.00033806084
0.0003643413478427,0.00032979535
0.0004236027008628,0.00033229892
0.0004128086105833,0.00040954078
0.0004145537345128,0.00040212617
0.00042937063003819993,0.00039077885
0.00040038597592649994,0.00039091776
0.00040549197525379993,0.0003826768
0.000397230565101,0.00037160912
0.0004234603653233,0.00036681944
0.0003903012964196,0.00037352653
0.0003467599455936,0.0003629856
0.0003567092132453,0.00034611078
0.000364671454262,0.00033717963
0.000319433836805,0.0003390353
0.0002775416930551,0.00031812518
0.0002827157636035,0.00029489104
0.0002758771951181,0.00028382888
0.0003097478189637,0.00029208694
0.0003680102417885,0.00032025142
0.00036739374107919994,0.0003923185
0.0003461681571444,0.00037715302
0.0003843885470358,0.0003618994
0.000362128093699,0.00041225945
0.0003337254391514,0.00038620856
0.0003337285571944,0.0003740478
0.0003372059777693,0.00035319463
0.0003564400479982,0.0003382602
0.0003558048371082,0.00034806054
0.00036383125362619996,0.00033855505
0.0003440066512723,0.00035052223
0.0003171590222728,0.0003361092
0.000325106276866,0.00032419045
0.0003237623314521,0.00031241283
0.0003114281487314,0.000300089
0.0003135888281895,0.00028754177
0.000312553352915,0.0002834497
0.0003115953677821,0.0002752395
0.000307896956601,0.00027601115
0.0002810350166443,0.00027421798
0.0002445306906843,0.0002638906
0.000195321049779,0.00024727834
0.0001993634751707,0.00023151487
0.0002155221376928,0.0002175041
0.0001775331432081,0.00022169996
0.0001768940245148,0.00020511093
0.0001522358614113,0.00019316553
0.000152286784514,0.00018039046
0.0001548336457711,0.00016779797
0.0001390259416709,0.00016378271
0.0001433746728632,0.00016348716
0.000132874498712,0.00015630157
0.0001344665449792,0.00014980926
0.0001382787653883,0.0001428474
0.000135646869217,0.00013988625
0.0001355447554349,0.00013877709
0.000134259687178,0.0001338999
0.00012152607093099998,0.00013001235
0.0001234903029827,0.00012360381
0.0001337133360295,0.000119927216
0.0001333268083608,0.0001262339
0.0001394681592275,0.00012392436
0.0001394751950453,0.00012810594
0.0001257165813965,0.00012678836
0.0001283856173569,0.0001221251
9.887791353156548e-05,0.00012141093
0.000110207935126,0.00011180742
0.0001330231902329,0.00011319404
0.0001275794838538,0.00012823755
0.000127564352623,0.00012562421
0.0001251591303088,0.00012297847
0.0001523682674894,0.00012300925
0.000149494219866,0.00015945685
0.0001484903298861,0.00015803611
0.0001483468575066,0.00016011292
0.0001444807217948,0.00015971929
0.0001412497438418,0.00015421867
0.0001404410282073,0.00015433512
0.0001575118581666,0.0001502946
0.0001597822347322,0.00015442653
0.0001689896128265,0.00015373688
0.0001619070092227,0.00015744093
0.0002376199868664,0.00015669296
0.0002335808541679,0.00021550193
0.00023566390698389998,0.00021830012
0.00023550340665580001,0.00022570696
0.00023419127717000003,0.00022887408
0.0002360310525794,0.00022773074
0.00023130596228550002,0.0002302979
0.00020762850802310003,0.00023548333
0.0002137524155471,0.00022879604
0.0002147242612356,0.00022954606
0.0002101779571185,0.00022724291
0.0001805779786844,0.00022074392
0.00019153490356860003,0.00021455684
0.0001923403732718,0.00021681443
0.00022853367500680002,0.0002162779
0.0002747474638885,0.00022358031
0.0002717001409284,0.00024206174
0.000274788619341,0.00024783524
0.00028349370652,0.00025557264
0.0002808846368109,0.00027269885
0.0002696166271633,0.0002753951
0.0002638947678041,0.000274043
0.00022463888433209997,0.00027009085
0.0002397562681242,0.00026176078
