NDX_S_True_test,NDX_S_5_pred
0.0002678348921841,0.0002487021
0.0002263696674014,0.0002497928
0.000215153515798,0.00024445294
0.0002146180945817,0.00022656728
0.00019042652406249996,0.00021349336
0.0001897834375625,0.00019673718
0.0001861026903111,0.00018526337
0.000162750263751,0.0001763908
0.0001283070130483,0.0001645002
0.000128368050803,0.00014664565
0.0001146216012343,0.00013357177
0.00010283770633970002,0.00011953667
0.00010651425292829998,0.000105822175
0.0001020909627831,0.00010147685
0.00011083340815989999,9.596016e-05
7.783486575920829e-05,0.00010049961
6.63782275221422e-05,9.3037226e-05
7.326121700163391e-05,8.264582e-05
7.481194055834604e-05,7.979534e-05
6.573307509337931e-05,7.547778e-05
7.835077202950426e-05,7.024534e-05
8.009966804672885e-05,7.889333e-05
8.097786079082789e-05,8.039811e-05
7.012013242983192e-05,8.390809e-05
7.895137419007348e-05,7.859373e-05
8.48063957119681e-05,8.517613e-05
8.66141041302931e-05,8.551203e-05
9.21328510426102e-05,8.364093e-05
9.20075688109207e-05,8.746907e-05
9.830978848977279e-05,8.639736e-05
9.636771162574669e-05,9.068626e-05
9.641576903140222e-05,8.9525565e-05
0.0001001325781076,8.831741e-05
0.0001036896628707,9.074635e-05
0.00010167062543909999,9.2306414e-05
0.0001017112527513,9.329162e-05
9.590140522801137e-05,9.1555856e-05
9.325272073591888e-05,9.078869e-05
9.503744018648433e-05,8.8345434e-05
9.254452457159932e-05,8.768271e-05
9.003492823901247e-05,8.698249e-05
8.708429978682104e-05,8.333147e-05
7.608304481397559e-05,8.014625e-05
7.056004334718594e-05,7.680526e-05
6.0885587602594e-05,7.152758e-05
6.137808261304922e-05,6.507625e-05
5.209193027161504e-05,6.069464e-05
4.5487952605402465e-05,5.5676166e-05
4.426856261817051e-05,5.164065e-05
3.5941418920602994e-05,4.8743303e-05
3.6305335004405576e-05,4.5915174e-05
2.944321163578996e-05,4.3832955e-05
2.9989172706273392e-05,4.2028023e-05
2.9730851940366477e-05,4.11902e-05
2.597293847557011e-05,4.0339262e-05
2.5714540998682516e-05,3.9688814e-05
2.322579613665924e-05,3.97652e-05
2.3212961011381527e-05,3.93164e-05
2.4433612551109802e-05,3.8835704e-05
2.2506955203069885e-05,4.006946e-05
2.0700406636493315e-05,3.9213664e-05
1.834086700116318e-05,3.8967395e-05
2.522172606539885e-05,3.8921975e-05
2.7578582692093645e-05,4.2249114e-05
2.6789827826021966e-05,4.254806e-05
2.6479247030479526e-05,4.1311177e-05
3.037102469621842e-05,4.0343562e-05
3.0643349752405644e-05,4.1802596e-05
3.076270423319142e-05,4.1684794e-05
3.182114800308272e-05,4.104316e-05
3.274129220379834e-05,4.0961015e-05
3.280754608627759e-05,4.1329655e-05
3.535713635737922e-05,4.1004067e-05
3.52280109562539e-05,4.1954107e-05
3.4236416436322995e-05,4.168377e-05
3.553060890017051e-05,4.149472e-05
3.5720247201583426e-05,4.1746083e-05
3.2406094312997016e-05,4.1741965e-05
3.1696709021147325e-05,4.1288935e-05
3.342471266418739e-05,4.0931835e-05
2.950242131550016e-05,4.1283314e-05
3.296246197742202e-05,4.0705505e-05
3.18067566507414e-05,4.1336316e-05
3.777275646820142e-05,4.091885e-05
3.656069848914059e-05,4.5231915e-05
3.439922921978188e-05,4.6564946e-05
3.400933375278173e-05,4.525243e-05
3.478813700233215e-05,4.361038e-05
3.1967490105592795e-05,4.3305066e-05
3.2301726249074965e-05,4.2917305e-05
3.4923392368252354e-05,4.2154472e-05
3.6293512700165146e-05,4.3418197e-05
3.4765820648816714e-05,4.327324e-05
3.66442956590386e-05,4.2434003e-05
3.395501668376556e-05,4.321184e-05
3.455843776005619e-05,4.255791e-05
3.454892782894146e-05,4.2063257e-05
3.323936310693103e-05,4.164952e-05
3.805606371278724e-05,4.130717e-05
6.0544704196989805e-05,4.277757e-05
6.851364781581735e-05,6.284265e-05
6.670976574372005e-05,6.849555e-05
6.64825366859823e-05,6.4852386e-05
7.677788377242308e-05,6.356427e-05
8.424703152783466e-05,7.642956e-05
9.472284714449059e-05,8.161718e-05
8.879284242511303e-05,9.909662e-05
8.968461994155991e-05,9.218109e-05
9.180394192243698e-05,8.965116e-05
9.48809760275484e-05,8.802406e-05
9.377053058748345e-05,8.9535446e-05
9.438137418957125e-05,8.575236e-05
9.249254718197677e-05,8.623533e-05
9.000127226862649e-05,8.401875e-05
8.98981958460006e-05,8.142456e-05
8.97695714484953e-05,7.950579e-05
9.565200067010416e-05,7.936084e-05
0.0001138393526129,8.288632e-05
0.0001832673265389,0.00010295703
0.0002125973745843,0.00023167321
0.00020900032504699996,0.00027108434
0.0002904317774949,0.00023697685
0.0002840631414234,0.00045827043
0.0003938112106941,0.00037832922
0.00043366981004520005,0.00052865973
0.0004950780065355,0.0005602764
0.0005262797948849,0.0006249594
0.0005146323432556,0.0006434317
0.000696373371989,0.00059285364
0.0008452708316071998,0.0010018547
0.0009063409379312001,0.0010908538
0.0012311893501505,0.0011294802
0.0017215057743164997,0.001865654
0.0023283449207324,0.0023945922
0.0025761466223709,0.0030373917
0.0026103988581385,0.0030373917
0.0026466621183618,0.0029710112
0.0026761721399147,0.0026315963
0.0026820624886535,0.0025614088
0.002994108514471,0.0023888228
0.0029249055229181,0.002654442
0.0030633581182656997,0.0025022794
0.0031106705605973,0.0025961967
0.0030865668403888,0.0026089407
0.0030864317045224,0.002599208
0.0030324497261187,0.0025133402
0.0030211342979927,0.0025441311
0.0029477843096284,0.0024671152
0.0031590138837205,0.0023892699
0.0031521798666505,0.0026139827
0.0029896337878913,0.0025290805
0.00283957717873,0.0024595705
0.0027800844343662,0.0023584575
0.0025041007237662,0.0022793142
0.002023548671001,0.0022169652
0.0014183454969135,0.0019893248
0.0011697077312917,0.0016999112
0.0011554237900737,0.0014198937
0.0012079109629793,0.0012077761
0.0011964879956023,0.0011381777
0.0011912594938273,0.001072924
0.0008647164314837,0.0010177628
0.0008646234853218,0.00093170593
0.0007199761322969,0.00085561845
0.0007040421664604,0.00077813707
0.0006249577262851,0.00074703386
0.0006850502958455,0.0006484775
0.0006307432255045,0.00066618755
0.0006026686044162,0.00061484176
0.0006010294130659,0.0005771568
0.0003536503823055,0.0005482242
0.0003556407236547,0.00047451112
0.0003368141768659,0.00041376502
0.0003647081770726,0.0003618465
0.0003720659730858,0.00035505695
0.0003224954220215,0.000335314
0.0003130086154582,0.0003183042
0.0003216645339272,0.00030047473
0.0003232222659415,0.00030551333
0.0003149875040431,0.0002929704
0.0002381406079015,0.00029631535
0.0002182340359434,0.00027462194
0.0002132840405109,0.0002446307
0.00020916835783530002,0.00022122308
0.00021042402875359997,0.00020215444
0.00019206563717870002,0.00018916851
0.0001592919031249,0.00018617968
0.0001589317104068,0.00016903316
9.720587774869812e-05,0.00015691988
0.00010193867827980001,0.00013108019
0.0001124833889706,0.000115587274
0.0001128309927264,0.00011866287
0.0001105290631264,0.000109121414
0.0001117791613689,0.00010097563
0.0002381006371246,0.00010413935
0.0002112616547567,0.00032127916
0.000202574350943,0.00027387092
0.0002075547048207,0.0002496404
0.0002070133449023,0.00024635892
0.00019462083003290003,0.00023002348
0.00019364466082610004,0.00020684424
0.000185669690298,0.00019204876
0.0001742466843494,0.00018541682
0.0001988220511047,0.00017314861
0.00019894520639380001,0.00019681719
0.0002324159579593,0.00019064464
0.00023447062561359998,0.00023272674
0.00024234027183929997,0.00022743082
0.0002458093984692,0.00024071497
