mode,window,RMSE,MAE,MAPE
single,5,0.00014513362023751565,3.87464893504946e-05,0.13705700597609724
single,11,0.0001457695135381347,3.986331748421014e-05,0.14328663187797525
single,22,0.00014677863601825252,3.9835762156255066e-05,0.13979590021100075
