Date,Regime,Asset,Window,VaR_1pct,VaR_5pct,Actual_Return,Volatility_Forecast_Raw,Volatility_Forecast_Calibrated,RV22_Forecast,RV22_Actual,Calibration_Factor,Historical_Returns_Count,Violation_1pct,Violation_5pct
2018-09-13,0,RTY Index,22,-0.02638094990183123,-0.015616474340270234,0.0043067098110525,0.14249238895144858,0.009971475783866241,0.44668978,0.4184266618763034,0.06997900629811057,252,False,False
2018-09-14,0,RTY Index,22,-0.0263889975903638,-0.01562123825218148,-0.0106100753397639,0.1420145159033848,0.009938034702826089,0.4436987,0.3914982399284722,0.06997900629811057,252,False,False
2018-09-17,0,RTY Index,22,-0.026425883747532505,-0.015036154476613625,0.0043479106098971,0.14109046098804193,0.00987337025808551,0.4379434,0.3726280035759971,0.06997900629811057,252,False,False
2018-09-18,0,RTY Index,22,-0.026384240317940146,-0.015012459638391039,-0.0047083998223158,0.14092146426612623,0.009861544035418212,0.4368949,0.3510719964933312,0.06997900629811057,252,False,False
2018-09-19,0,RTY Index,22,-0.026308441447217334,-0.014969330578253268,0.0100786160563841,0.13975574146605668,0.009779967912250293,0.42969668,0.35251525204217,0.06997900629811057,252,False,False
2018-09-20,0,RTY Index,22,-0.026199060211916286,-0.014907093372998668,-0.0045844217218299,0.13916061355008597,0.009738321452070398,0.42604488,0.3833687793105153,0.06997900629811057,252,False,False
2018-09-21,0,RTY Index,22,-0.026234078048354696,-0.01492701829218605,-0.004095236517581,0.13951488027512268,0.009763112685452952,0.42821684,0.3463105556209242,0.06997900629811057,252,False,False
2018-09-24,0,RTY Index,22,-0.026489292308494537,-0.014488234470372067,0.0020426922008875,0.13907295338647396,0.0097321870809289,0.4255083,0.3499074869518969,0.06997900629811057,252,False,False
2018-09-25,0,RTY Index,22,-0.026403438210359738,-0.014441276843511631,-0.010114739953993,0.1386034959548607,0.009699334916365342,0.42264044,0.3477324052076661,0.06997900629811057,252,False,False
2018-09-26,0,RTY Index,22,-0.026224512218523444,-0.014343413839382342,-0.0006398327428262,0.13832393962263825,0.00967977184203207,0.42093727,0.374673290349642,0.06997900629811057,252,False,False
2018-09-27,0,RTY Index,22,-0.026453142527043123,-0.014468462461983876,0.0035694321232605,0.13905699616278996,0.009731070410272217,0.42541066,0.3739669077616425,0.06997900629811057,252,False,False
2018-09-28,0,RTY Index,22,-0.026441436249533934,-0.014462059750603247,-0.0139955150716573,0.13899500481541185,0.009726732317383616,0.42503145,0.37823527019333,0.06997900629811057,252,False,False
2018-10-01,0,RTY Index,22,-0.026225834682657698,-0.014922327871187777,-0.010183222203914,0.1390489531195268,0.009730507566097049,0.42536145,0.4348078496172819,0.06997900629811057,252,False,False
2018-10-02,0,RTY Index,22,-0.026590896009024277,-0.015130045370785038,0.0091677587262629,0.14164397429663378,0.009912104569393548,0.44138634,0.4633667805604389,0.06997900629811057,252,False,False
2018-10-03,0,RTY Index,22,-0.027046751608921556,-0.01538942421633547,-0.0146967645953376,0.14439700324263846,0.010104758799344889,0.45871088,0.4795767469827191,0.06997900629811057,252,False,False
2018-10-04,0,RTY Index,22,-0.027200563228468238,-0.016101652869928935,-0.0090265304530757,0.14655098399223018,0.010255492231786578,0.4724982,0.5290376629506641,0.06997900629811057,252,False,False
2018-10-05,0,RTY Index,22,-0.028167560889470155,-0.0166740770705863,-0.0015924571073364,0.1521999955202484,0.010650804445083864,0.50962645,0.5455717738092386,0.06997900629811057,252,False,False
2018-10-08,0,RTY Index,22,-0.028803503653673616,-0.017050529923725393,-0.0047057028809706,0.1552045717461605,0.01086106170372012,0.5299461,0.5324615752289998,0.06997900629811057,252,False,False
2018-10-09,0,RTY Index,22,-0.028863068372752553,-0.017085789871170164,-0.0290598962786419,0.15555872173906196,0.010885844768303848,0.53236735,0.5375436681381833,0.06997900629811057,252,True,True
2018-10-12,0,RTY Index,22,-0.02912010612295218,-0.01723794600828464,0.0041396625447378,0.15627736124072364,0.0109361344465167,0.5372975,0.7700754441974614,0.06997900629811057,252,False,False
2018-10-15,0,RTY Index,22,-0.0306705254766562,-0.018155732674188452,0.0277750834283663,0.16465690223779098,0.011522526398725752,0.5964617,0.7727693346535991,0.06997900629811057,252,False,False
2018-10-16,0,RTY Index,22,-0.030948978657199713,-0.018320565895323625,-0.0045398690406763,0.17043409816753752,0.011926808829078903,0.6390512,0.8870767368808086,0.06997900629811057,252,False,False
2018-10-17,0,RTY Index,22,-0.03309851860926549,-0.019593008154974435,-0.0183171722145172,0.18246660964780279,0.012768832025738475,0.7324694,0.8739166943062945,0.06997900629811057,252,False,False
2018-10-18,0,RTY Index,22,-0.03343332992261721,-0.020160852069333487,-0.0120602442698094,0.1860500910067941,0.013019600490328489,0.761522,0.9184319437747837,0.06997900629811057,252,False,False
2018-10-19,0,RTY Index,22,-0.03445846020100845,-0.02120182269088004,-0.0016491741805403,0.19266841983054722,0.013482744564768877,0.81666464,0.9351919118619562,0.06997900629811057,252,False,False
2018-10-22,0,RTY Index,22,-0.03505207862802457,-0.02156706804897839,-0.0084238132534839,0.19601026179073566,0.013716603344348193,0.8452405,0.9217762814404544,0.06997900629811057,252,False,False
2018-10-23,0,RTY Index,22,-0.03501905990792041,-0.021546752078820564,-0.0386582306620015,0.19635980888525673,0.013741064302677169,0.84825784,0.9285781212381108,0.06997900629811057,252,True,True
2018-10-26,0,RTY Index,22,-0.035031516284646125,-0.021554416318289443,-0.0044003587232678,0.19725590208936947,0.013803772014651468,0.8560176,1.1635271987184006,0.06997900629811057,252,False,False
