model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
RTY_sGARCH-eGARCH-tGARCH_LSTM_win22,0.01,0.015849056603773583,0.01,21,1325,3.887923693008858,0.04863451431591537,4.146784345341584,0.04171366965075862,-0.006732724903390333,-0.04223491400926911,0.035618324885516785
RTY_sGARCH-eGARCH-tGARCH_LSTM_win22,0.05,0.07018867924528302,0.05,93,1325,10.157050210915543,0.0014375044237106005,2.018933812131441,0.15534818603825307,-0.010192346225358856,-0.022193784322198623,0.010053055392147008
