model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
NDX_sGARCH-tGARCH_LSTM_win22,0.01,0.01812688821752266,0.01,24,1324,7.119512728333817,0.007624942745127483,0.5979740016453109,0.4393520819656809,-0.006842673643890711,-0.03646195324191807,0.02213447481769186
NDX_sGARCH-tGARCH_LSTM_win22,0.05,0.06419939577039276,0.05,85,1324,5.177444032964559,0.022881960225277775,0.19184399858590231,0.6613862845990937,-0.008756627774620615,-0.02357007679396022,0.012219849909056071
