actual_returns,VaR_1,VaR_5
0.0057755569480226,-0.03111218078578635,-0.01786635477895038
-0.0138870554475296,-0.03207803653791191,-0.018421003186645694
-0.0070571784755344,-0.03336215363360607,-0.019158415062957134
0.0132142677974993,-0.033729427812297465,-0.019369324443525075
-0.0088551519799846,-0.0339801021309108,-0.019513275661254034
-0.019944578119925,-0.0343578783207155,-0.019730215884138515
0.0084424619721978,-0.03462319138678491,-0.020036675175002815
-0.00668628871317,-0.034975331951313096,-0.020240461302877974
-0.0093969537532156,-0.035337474453485514,-0.02045003561975799
-0.0029716205760967,-0.035437502154686086,-0.020507922327400518
-0.0135846736603948,-0.03552094921789269,-0.020556213707623113
0.0030632256610552,-0.03561927679259431,-0.02061311654055474
0.0259053802221957,-0.03552532722092964,-0.020558747287609615
-0.0011726651017456,-0.0359455927792466,-0.020801957810440048
-0.0021625537314919,-0.036433761363804995,-0.0210844642741039
0.0071923804607321,-0.036943416930080505,-0.021379405399504958
0.0060369800774573,-0.03701132048614105,-0.021418701646948285
-0.0029270375313741,-0.03715678839925964,-0.021502884912753623
0.0004501628954889,-0.03648917066705878,-0.021116530012890565
0.0104805390275233,-0.036151597932875076,-0.02092117438702651
-0.0087009586294604,-0.03493277021456821,-0.020215830537778527
0.0067117487167935,-0.033910190806496425,-0.019624056913813828
0.0113378494498315,-0.03284359806223868,-0.019006812474329136
0.0034451616401636,-0.031797978677833495,-0.018401705460132586
0.0050758763632972,-0.030667953929450268,-0.017747752490571523
-0.0089087978307889,-0.030459221891178802,-0.01762695784738742
-0.0126929198275789,-0.030292789301546497,-0.017530642181400893
-0.0059309581097073,-0.030160702862896207,-0.017454202865432207
-0.0021455775455647,-0.029653860158519934,-0.017160889562248854
0.0187811970468123,-0.02931795678375922,-0.016966500005980607
0.0128631489997843,-0.02902770939459401,-0.016798531877562622
0.0019711539478555,-0.029146148922153874,-0.01686707363372504
-0.0058303130364389,-0.029130464850176622,-0.016857997155126668
0.0073956655364435,-0.029398267826320813,-0.01701297654983227
0.0022257198218946,-0.02977487400113796,-0.017230921091957625
-0.0090774901520598,-0.029003258128278257,-0.01678438176426679
0.000769532198273,-0.02819769836866706,-0.016318198879590726
0.0015711555251378,-0.02735479747972695,-0.01583040643065835
-0.0045629764018118,-0.026426920106165343,-0.015293437514979922
0.0077221053444684,-0.02547300835647591,-0.014741402329643393
-0.0052225375726395,-0.025508509003352206,-0.014761946794248536
0.0001120424866281,-0.025446851620788673,-0.014726265249680178
-0.0072071099004951,-0.02529573309413334,-0.014638811935579454
0.0031200108235198,-0.025234217094722053,-0.01460321221039814
-0.0049801618629752,-0.025165659369633674,-0.014563537390911185
-0.0020131420372742,-0.02492733899567166,-0.014425619777617898
0.006567660622748,-0.02463464752423151,-0.014256237242246584
