actual_returns,VaR_1,VaR_5
0.0015876634452371,-0.03866540237710404,-0.023976116314365983
-0.0055464724797307,-0.03920499309723388,-0.024310712337493025
0.005124495879194,-0.0395590373608724,-0.02453025244114025
-0.0042122066657412,-0.03857039680611357,-0.02391720409619316
0.0063189826424956,-0.037261582016472436,-0.023105618189900343
0.0143625440135544,-0.03575975550688804,-0.022174347212125238
0.0042265898558895,-0.03434331525619523,-0.021296023591650757
0.0091290927278926,-0.03311313634413484,-0.02053319918353065
-0.0011999866958714,-0.03190588922343954,-0.019784594601489264
-0.0007455442429744,-0.03086707991407987,-0.019140437000677583
-0.0171710098738646,-0.030133576792512388,-0.018685597400454865
0.0046666694410095,-0.029840461323147376,-0.01850383876987103
0.0039256532640941,-0.030076634349898924,-0.01865028783315723
0.0018306217285584,-0.030336588581180886,-0.018811483437042077
0.0125733396728744,-0.03071299226369512,-0.019044888443023884
0.0040699030225201,-0.031048665139224364,-0.01925303659130315
0.0073920136101008,-0.031181052310166733,-0.019335128849857365
-0.0020880331734538,-0.030928454615742344,-0.019178494977456592
-0.0071043596055986,-0.029596868995312314,-0.018352789055490735
0.0052611305233938,-0.028217223603288454,-0.01749728164167598
0.0097316387723758,-0.026875394094432407,-0.016665223563898626
-0.0008379651861396,-0.0253419468085194,-0.01571434478781817
0.005866171031549,-0.024047283137682878,-0.014911533880609259
0.0029779716379554,-0.023102280947056148,-0.014325545347014846
-0.0050144782219572,-0.022496143803293595,-0.013949684402401623
-0.0048457843509588,-0.022068511578947906,-0.013684512974708048
0.0019464461352711,-0.021810287468592107,-0.013524390205399162
-0.0087972951940606,-0.021631017176699345,-0.013413226086939699
0.0089225383271998,-0.02143303943266598,-0.013290461622411313
0.0062346983230838,-0.021328058820574824,-0.01322536395856956
0.0070215638521755,-0.02124213590882637,-0.013172083826992038
-0.0101302709173705,-0.02119274994959197,-0.013141459976466647
0.0109214082246946,-0.021227325239255426,-0.01316289984559018
-0.0034824410757536,-0.021117412268317894,-0.01309474366425903
-0.0045930369832696,-0.021089893454782484,-0.013077679461286993
-0.0131244665318615,-0.021103773531687752,-0.013086286389389988
-0.0060869469781916,-0.021223278478653733,-0.013160390480707945
-0.0139863322467359,-0.021280151523950224,-0.013195657015267235
-0.0366868005990426,-0.021426606141582583,-0.013286472388475627
0.0141436285931195,-0.02314867583373331,-0.014394871311484222
0.0040575327573879,-0.024888885245891487,-0.015477010554479125
0.0226406288390652,-0.02640975194756162,-0.016422752790869168
-0.0102218688366821,-0.028337224943928506,-0.017621340819763236
-0.011124559506527,-0.03009228611912923,-0.018712715546432526
0.0217761189337721,-0.03157674124353168,-0.019635815452316012
-0.0312833528059286,-0.03323591591768291,-0.02066756370820875
-0.000699832148987,-0.03522814265657846,-0.022584952078887693
0.0158025688872207,-0.03710307522980361,-0.023786981454385524
0.0150373866635646,-0.038744771741201646,-0.024839481933887183
-0.0071309127888898,-0.040147744880413,-0.025738935573153574
0.0089299702576379,-0.041125720948755835,-0.026365921300250866
-0.0033405360503522,-0.041735867282572794,-0.02675708940254625
-0.0319593676828464,-0.04201434812102366,-0.02693562496863085
0.0146305606648198,-0.042337676135510635,-0.028393419269491293
-0.0011875003459387,-0.04294288534632916,-0.028799297920306412
0.0028863819726776,-0.04345226904151457,-0.029140911965917934
0.0149654105859244,-0.0438006729185933,-0.029374566201576732
-0.0014694697937205,-0.04408064037358121,-0.02956232410557319
-0.0106520332362727,-0.044216938545579364,-0.029653731369656888
0.0143184282195818,-0.04418659787381035,-0.029633383644106285
0.0183925003957732,-0.04405570754679667,-0.02954560310742012
-0.0012726631171737,-0.0429727411953551,-0.028819320503414823
-0.00256806988979,-0.04182012380603847,-0.02804632699551834
-0.0022572824808388,-0.04066615775830261,-0.027272429020786543
0.009277676480444,-0.03908507494531914,-0.026212088650069486
0.0037659203807098,-0.037649744673759734,-0.025249496039645204
-0.0030840678955037,-0.036454100369166666,-0.024447646879837012
-0.0051507318849139,-0.034992088109720924,-0.02346716021054716
0.00462227336833,-0.033016677977860016,-0.02214236742022952
-2.915572006934042e-05,-0.031307155692359645,-0.02099589015852552
