Date,x
2007-03-08,0.00013903764794988028
2007-03-09,0.0001367001857230416
2007-03-12,0.00013151151452186872
2007-03-13,0.00012710586328241693
2007-03-14,0.00014813829752048803
2007-03-15,0.00014544514156795624
2007-03-16,0.0001457765631823537
2007-03-19,0.0001426285569084062
2007-03-20,0.00014266781716126297
2007-03-21,0.00014045153439514558
2007-03-22,0.00014798424256491473
2007-03-23,0.00013862415592626157
2007-03-26,0.00013163961708549443
2007-03-27,0.00012454864499558417
2007-03-28,0.00012492445434817207
2007-03-29,0.00012298294131286698
2007-03-30,0.00011695679256047683
2007-04-02,0.00011219937479301385
2007-04-03,0.0001079847450902276
2007-04-04,0.00011054814786989664
2007-04-05,0.00010544309817634589
2007-04-09,0.00010155330553777959
2007-04-10,9.771600707980279e-05
2007-04-11,9.440660082072044e-05
2007-04-12,9.578128079276307e-05
2007-04-13,9.672517244300675e-05
2007-04-16,9.499071992710137e-05
2007-04-17,0.0001019594582408915
2007-04-18,9.861534702031072e-05
2007-04-19,9.738137213022756e-05
2007-04-20,9.847157039694883e-05
2007-04-23,0.00010353880229764704
2007-04-24,9.822755799607963e-05
2007-04-25,9.32802578167384e-05
2007-04-26,9.305786019325975e-05
2007-04-27,8.825007483479304e-05
2007-04-30,8.682293762318952e-05
2007-05-01,9.623003479822412e-05
2007-05-02,9.03340470286414e-05
2007-05-03,0.4371933305826636
2007-05-04,1.5446547905938441
2007-05-07,3.6519116130334116e-31
2007-05-08,0.28192642304775367
2007-05-09,2.161966415683405
2007-05-10,0.2591376263183442
2007-05-11,0.2641994693656536
2007-05-14,0.26895058874763966
2007-05-15,0.20198303494888395
2007-05-16,0.06570871498398799
2007-05-17,0.07732168918834649
2007-05-18,0.21883405773724685
2007-05-21,5.944726084863899e-52
2007-05-22,0.05158153451482445
2007-05-23,0.032349471373093346
2007-05-24,0.018668188628704924
2007-05-25,0.0018988433357156435
2007-05-29,5.886086886298322e-40
2007-05-30,0.03648282641146845
2007-05-31,0.03726750921634538
2007-06-01,0.004724834324999711
2007-06-04,0.002571796250091827
2007-06-05,0.011915738474307798
2007-06-06,7.99063937033911e-55
2007-06-07,0.018314164394770734
2007-06-08,0.018499839366193333
2007-06-11,0.016206574105502934
2007-06-12,0.0006594872298629576
2007-06-13,7.19092618634706e-05
2007-06-14,0.00028083971515623676
2007-06-15,1.6432157405664444e-30
2007-06-18,1.6676056118587622e-67
2007-06-19,0.00014743871745717492
2007-06-20,0.0012499709809822253
2007-06-21,1.3841622126703323e-85
2007-06-22,1.6348765841850794e-25
2007-06-25,0.0003961023495019768
2007-06-26,5.253488630981699e-57
2007-06-27,3.444044221971136e-05
2007-06-28,0.001894177815327959
2007-06-29,1.0872984505586764e-13
2007-07-02,1.0762942436014972e-51
2007-07-03,0.008305471538207175
2007-07-05,0.051397748170200645
2007-07-06,0.00697105126206728
2007-07-09,0.002182961635056802
2007-07-10,0.009732879055819495
2007-07-11,0.005516242831193638
2007-07-12,0.023827584507472688
2007-07-13,0.04210383253174901
2007-07-16,0.0077010123204435356
2007-07-17,0.0037602718381302795
2007-07-18,3.535086640933099e-14
2007-07-19,1.7054659103698781e-47
2007-07-20,7.847291636883456e-48
2007-07-23,0.0022058035505411987
2007-07-24,8.03165470424212e-21
2007-07-25,6.074852538849871e-205
2007-07-26,2.1552213435568867e-11
2007-07-27,0.0007037884859166858
2007-07-30,7.481474303685807e-94
2007-07-31,9.074544274668491e-05
2007-08-01,8.634091205490144e-05
2007-08-02,0.00010423231161840007
2007-08-03,9.329438114108942e-05
2007-08-06,1.9262013323864993e-201
2007-08-07,0.009393817604110863
2007-08-08,0.0008774130192401403
2007-08-09,0.00012263333185209737
2007-08-10,0.00012554610436394027
2007-08-13,0.00011759615545841103
2007-08-14,0.00011804425937278769
2007-08-15,0.00013513994020580814
2007-08-16,0.00013871077707970078
2007-08-17,0.0001241753566705514
2007-08-20,1.5916196973116693e-68
2007-08-21,1.0546146196521793e-12
2007-08-22,1.480781096395676e-10
2007-08-23,3.7805795579367016e-46
2007-08-24,4.428088127933804e-64
2007-08-27,5.796833009218532e-51
2007-08-28,6.252050167041985e-68
2007-08-29,0.00018444400546629064
2007-08-30,0.0002076399867846463
2007-08-31,0.0001965004616252308
2007-09-04,0.00020022063351089446
2007-09-05,0.00020571202674193664
2007-09-06,0.00018765664600908463
2007-09-07,0.0001692540738584193
2007-09-10,0.00018446785198100387
2007-09-11,0.00018369515406387106
2007-09-12,0.0002022278405080637
2007-09-13,0.0002044387288868406
2007-09-14,3.0720577723646673e-19
2007-09-17,0.00018967642355686954
2007-09-18,3.664830468716956e-29
2007-09-19,5.504127526169779e-129
2007-09-20,0.00020813979640154043
2007-09-21,0.00021404084075960596
2007-09-24,9.364877720542134e-19
2007-09-25,6.266216664805204e-37
2007-09-26,5.518033615737655e-25
2007-09-27,4.298667570385571e-06
2007-09-28,1.2643295838815627e-23
2007-10-01,6.03087756003924e-44
2007-10-02,0.00020237831306749404
2007-10-03,0.00019466523465402796
2007-10-04,0.0001856664710906442
2007-10-05,0.00019366654034625328
2007-10-08,2.157067205905738e-65
2007-10-09,0.003033517050432335
2007-10-10,4.459056534258745e-35
2007-10-11,1.3063671477642515e-19
2007-10-12,2.9565028301164585e-53
2007-10-15,3.0644414791968544e-35
2007-10-16,3.795331376836419e-93
2007-10-17,3.0255244985015312e-40
2007-10-18,0.0
2007-10-19,9.799194068200461e-05
2007-10-22,421.5449930185199
2007-10-23,0.0003407229024222693
2007-10-24,7.164999994935983e-47
2007-10-25,3.2005808829082625e-41
2007-10-26,1.101109777722142e-31
2007-10-29,5.5259671896307706e-71
2007-10-30,0.0016610663498219634
2007-10-31,4.2493053919606566e-34
2007-11-01,1.7934971441291315e-05
2007-11-02,0.0002090480603539584
2007-11-05,5.958024417103493e-19
2007-11-06,2.631730096296508e-38
2007-11-07,1.2003932744514088e-49
2007-11-08,4873055296.710989
2007-11-09,5.034189270929164e-24
2007-11-12,9.822828618313208e-41
2007-11-13,5.981248655444021e-29
2007-11-14,0.030748369835301718
2007-11-15,0.00020705516375197486
2007-11-16,3.2215106147796e-46
2007-11-19,0.0004531470363556231
2007-11-20,0.0026981751637412104
2007-11-21,0.0061062926098901325
2007-11-23,0.00020876099563519194
2007-11-26,0.00022892647351677544
2007-11-27,0.0002504053970591059
2007-11-28,0.0002550637331653984
2007-11-29,0.0
2007-11-30,0.9567132469810842
2007-12-03,1.7957260882176194
2007-12-04,0.6146753763699758
2007-12-05,1.2394480124842435e-22
2007-12-06,0.011585967393675067
2007-12-07,0.00023872008732896027
2007-12-10,1.5005867400717737e-12
2007-12-11,0.01826485851935078
2007-12-12,0.02635248671936999
2007-12-13,0.38345438465231396
2007-12-14,0.004489018700105226
2007-12-17,3.849710481445831e-61
2007-12-18,0.0018845691128791284
2007-12-19,0.0006846896945601809
2007-12-20,2.2223608863196312e-14
2007-12-21,5.196735888770731e-52
2007-12-24,8.64463689383883e-80
2007-12-26,1.8032281655322273e-38
2007-12-27,1.0532715341651225e-19
2007-12-28,0.07888435550267157
2007-12-31,0.026247848421142184
2008-01-02,0.001120771439833984
2008-01-03,1.1579240419615528e-53
2008-01-04,6.197326703186442e-43
2008-01-07,6.298783834460204e+52
2008-01-08,2.7875661171291675e-18
2008-01-09,1.5797646283755664e-75
2008-01-10,2.915014078027311e-37
2008-01-11,5.270340412320902e-41
2008-01-14,1.5006428060278276e-65
