model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
SPX_sGARCH-eGARCH-tGARCH_LSTM_win22,0.01,0.0188821752265861,0.01,25,1324,8.367490156496075,0.003819928226051039,0.5058533274752095,0.4769394497326467,-0.005804280483180225,-0.0298059776285167,0.025083277891180412
SPX_sGARCH-eGARCH-tGARCH_LSTM_win22,0.05,0.0634441087613293,0.05,84,1324,4.660001325664297,0.030873167649155375,0.6784003927035648,0.4101380878752643,-0.008326710058094123,-0.017314800683514542,0.011005760528292842
