model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
SPX_sGARCH-tGARCH_LSTM_win22,0.01,0.02039274924471299,0.01,27,1324,11.105049884495877,0.000860929734352256,0.3507194060678264,0.5537061740115982,-0.005563249544678963,-0.029744654770186237,0.025302426559842703
SPX_sGARCH-tGARCH_LSTM_win22,0.05,0.0649546827794562,0.05,86,1324,5.720030900016695,0.016772435260641982,1.2003942558010527,0.27324289350354214,-0.008214207001278584,-0.017270946131702304,0.01113448570914702
