actual_returns,VaR_1,VaR_5
-0.0053305084118475,-0.02003133262187088,-0.01321032191496237
0.0050349266847078,-0.019391882543372926,-0.012788615504062734
-0.0123341302260575,-0.018485836936104182,-0.01219109389291494
-0.0180654413886065,-0.018998154700224083,-0.012528958712721699
0.0079403822367325,-0.02141951583639503,-0.014125805047661632
0.0141167416692296,-0.020755970490084756,-0.013688208218963212
-0.0044883622575895,-0.020957581842407924,-0.013821167464170492
-0.0156831665132841,-0.020585838480970745,-0.013576009063227486
0.0090633502188497,-0.022678143285518662,-0.014955848364688742
0.006395208846051,-0.02229630425589888,-0.014704032042919582
0.0108795332131448,-0.021864292774517746,-0.01441912784569341
-0.0013880421740664,-0.021972874432586505,-0.01433323191106739
0.0099064352722351,-0.021935278054705652,-0.014056236374813461
-0.0020015477739079,-0.022242084712523896,-0.01425283962246341
0.0027590186583434,-0.022152420311252932,-0.014195382223677423
-0.0039270456457138,-0.0221328286463197,-0.014182827786364573
0.0068481074978752,-0.022261483403957564,-0.014265270401388285
-0.0035750557426101,-0.022395247175030764,-0.014350986897887767
0.0028430935856427,-0.02245457855160518,-0.014389006742062671
0.0019185981834688,-0.02227532191965774,-0.014274138191770204
0.0040644263323681,-0.02198874067589302,-0.014090495491053182
0.0055658617746487,-0.021184056397249715,-0.013854522663297097
-0.0008327422880682,-0.021197467914269786,-0.01386329389025285
0.0032480476180491,-0.02113542387551659,-0.013822716650232842
-0.0030274515138035,-0.020956595899073185,-0.013705761889255695
0.009615978507103,-0.020763391967496176,-0.013579405151977593
0.00369721080272,-0.020220561194674726,-0.013224389988528245
-0.0011864344814078,-0.019442339389075393,-0.01271542742533625
0.0007022791848285,-0.018592119387242305,-0.01215937753275221
0.0027264069235446,-0.01786793377988789,-0.011685755025269272
0.0025573557297846,-0.017088361162561932,-0.011175909021657306
-0.0019643733188008,-0.016545502009852765,-0.010820875297560728
0.0015633980380798,-0.016065694938832066,-0.01050707808069109
0.0007112973716782,-0.01556525992141294,-0.010179790041029296
0.0008367430830951,-0.015303278334746226,-0.009732008526973994
0.0076660034526003,-0.01493681632169172,-0.009498959675750991
0.0005030044207039,-0.014832353821510534,-0.009432527508716293
-0.000592738806981,-0.014639450345485309,-0.009309851946493924
-0.0037632657632205,-0.014499320436367515,-0.009220737350223263
-0.001584031239135,-0.014600159877897827,-0.00928486545946637
0.0021725739696911,-0.014640664478303037,-0.008853574223916787
0.0074792987268068,-0.014513321167481495,-0.008776566554220603
0.002193123145604,-0.014592195353633373,-0.00882426373780688
0.0041657790039728,-0.014555910319719326,-0.008802321274645357
-0.0040193171713447,-0.014495083867283909,-0.00876553800485507
-0.0086685275462041,-0.014781834054392555,-0.008938942980363577
-0.0066601718383729,-0.015571014900911465,-0.009416180281382481
0.0063036386858463,-0.016153976179122873,-0.009768711476531645
0.0014991519920375,-0.015863342265752253,-0.00959295791508452
0.0090942520403682,-0.014944056017038599,-0.009027933767849107
-0.003167849166223,-0.015054950292261051,-0.00909492670275249
-0.0010975548602925,-0.015318470965148942,-0.008994033699255445
0.0029039810658435,-0.015192082954845539,-0.008919826683004487
0.0085386084998546,-0.015036143874278644,-0.008828269154264155
7.258531539200419e-05,-0.015170804934854407,-0.00890733358044294
0.0071223916512366,-0.01506731928613405,-0.008846573377019388
0.0003352146109776,-0.015286506714780889,-0.008867873830280764
-0.0004323538601678,-0.015406603006391878,-0.008497959976872804
0.0044493085995842,-0.015371175163934889,-0.008478418719975256
0.0049326414590371,-0.015452627435907655,-0.007889701876922225
0.000865756590306,-0.01556218843913716,-0.007389267855487333
-0.0001954279179656,-0.01569590635200611,-0.007105538598175104
0.005115053182072,-0.015307955266323496,-0.007160301642143834
3.395098404190833e-05,-0.01639094810438058,-0.007666871935945885
-0.0057976021775765,-0.016355563209410083,-0.007650320638456681
0.0029416937024926,-0.01667850414445418,-0.007801376378252234
0.0083438744546935,-0.01659654456808464,-0.007763039756603013
-0.0070849095780829,-0.016688970864850394,-0.0078062721905235
0.0035271663583227,-0.017496960740721892,-0.007881096248347133
-0.0028071449428903,-0.017696574711009053,-0.007971007687005533
0.0048904373587372,-0.01767452232871032,-0.007961074707788339
0.0066332440375749,-0.01748329839931571,-0.007874942366584725
-0.0028593073050462,-0.01734815065784755,-0.007814068231125394
0.0069520595923169,-0.017363572740012323,-0.007821014746905566
-0.0015156867317731,-0.017275519164767883,-0.007781353075841893
0.0018684086233431,-0.017263247393007806,-0.007775825543614322
0.008331741632201,-0.017117510187156553,-0.007710181631891655
0.0038547057177211,-0.017155690239963772,-0.007727378942636049
-0.0026554769371411,-0.017032633509451924,-0.007671950919933018
0.0002890460596951,-0.017189337291377046,-0.007742534469049499
0.0011403144471451,-0.017252715702003426,-0.0069267044121603194
-0.0090832687899364,-0.017150804157071983,-0.006885788468252154
-0.0158557251183832,-0.018132301496903844,-0.0072798448053392785
0.0100033503525889,-0.022391202694332746,-0.01008559293041
-0.0008672232910491,-0.021462540708597308,-0.009667298884934523
0.0031294538629893,-0.020551935095667745,-0.009257137909772676
-0.0178644763926438,-0.019973721290309512,-0.008996695040883707
0.0072284558629114,-0.025064327445935897,-0.011875274921084485
0.0148692652180653,-0.02374181212707335,-0.011248677896579646
0.0111878228829347,-0.024352953053776154,-0.011538231507614153
0.003320128729662,-0.024244383078320997,-0.011486791934400534
