model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
SPX_sGARCH_LSTM_win5,0.01,0.02162565249813572,0.01,29,1341,13.738913223236828,0.00021005699880694007,0.24055901936958055,0.6238026527938791,-0.005202522136047134,-0.02977615652757962,0.02507139997652303
SPX_sGARCH_LSTM_win5,0.05,0.06413124533929904,0.05,86,1341,5.19558338854938,0.022644353219753666,1.2699175967696141,0.25978213925676563,-0.008386261014922224,-0.017331389617639095,0.011037964694763543
