model,confidence_level,violation_rate,expected_rate,violations_count,total_observations,uc_statistic,uc_pvalue,cc_statistic,cc_pvalue,violation_severity,var_mean,var_std
SPX_LSTM_Baseline_win5,0.01,0.024700070571630206,0.01,35,1417,21.946308300643267,2.803857364619411e-06,1.2097036418847982,0.271390822800301,-0.006608746958471663,-0.029572431330839775,0.024287481074699645
SPX_LSTM_Baseline_win5,0.05,0.06422018348623854,0.05,91,1417,5.556740223170948,0.01840966260006216,0.37845265548074963,0.5384325144358904,-0.009267249057074675,-0.017341326180883673,0.010835937238599961
